station_id,year,met2005_emis2050_MFR_DEP_SOX_mgpm2,met2005_emis2050_MFR_DEP_TOTN_mgpm2,met2015_emis2015_Baseline_DEP_SOX_mgpm2,met2015_emis2015_Baseline_DEP_TOTN_mgpm2,met2015_emis2050_Diet_DEP_SOX_mgpm2,met2015_emis2050_Diet_DEP_TOTN_mgpm2,met2015_emis2050_MFR_DEP_SOX_mgpm2,met2015_emis2050_MFR_DEP_TOTN_mgpm2,met2005_emis2005_Baseline_DEP_SOX_mgpm2,met2005_emis2005_Baseline_DEP_TOTN_mgpm2,met2005_emis2030_Baseline_DEP_SOX_mgpm2,met2005_emis2030_Baseline_DEP_TOTN_mgpm2,met2005_emis2050_Diet_DEP_SOX_mgpm2,met2005_emis2050_Diet_DEP_TOTN_mgpm2,met2005_emis2030_MFR_DEP_SOX_mgpm2,met2005_emis2030_MFR_DEP_TOTN_mgpm2,met2015_emis2030_MFR_DEP_SOX_mgpm2,met2015_emis2030_MFR_DEP_TOTN_mgpm2,met2005_emis2050_Baseline_DEP_SOX_mgpm2,met2005_emis2050_Baseline_DEP_TOTN_mgpm2,met2015_emis2030_Baseline_DEP_SOX_mgpm2,met2015_emis2030_Baseline_DEP_TOTN_mgpm2,met2015_emis2050_Baseline_DEP_SOX_mgpm2,met2015_emis2050_Baseline_DEP_TOTN_mgpm2
23506,2030,,,,,,,,,,,166.66571,1096.5735,,,140.77695,932.01526,108.39607,863.7147,,,129.91518,1018.2693,,
23507,2030,,,,,,,,,,,222.21626,1043.3579,,,186.01054,912.5177,154.69969,817.3411,,,186.28668,932.3334,,
23509,2030,,,,,,,,,,,136.97815,858.50726,,,125.96336,750.433,92.60805,733.394,,,103.0153,841.39856,,
23510,2030,,,,,,,,,,,152.7759,919.8629,,,130.30917,801.76074,102.11586,731.4563,,,122.065506,839.50714,,
23511,2030,,,,,,,,,,,210.31796,1141.7659,,,175.20831,966.27295,135.92506,863.4292,,,164.31105,1021.001,,
23512,2030,,,,,,,,,,,119.85505,803.4396,,,104.27034,685.07697,81.675804,639.8249,,,94.23297,752.5108,,
23514,2030,,,,,,,,,,,119.85505,803.4396,,,104.27034,685.07697,81.675804,639.8249,,,94.23297,752.5108,,
23522,2030,,,,,,,,,,,145.68976,992.824,,,123.519905,840.8104,93.8918,786.94495,,,112.296036,931.03937,,
23525,2030,,,,,,,,,,,200.7012,1002.0319,,,168.62198,847.4675,124.39798,708.07715,,,148.33658,836.02466,,
23527,2030,,,,,,,,,,,119.85505,803.4396,,,104.27034,685.07697,81.675804,639.8249,,,94.23297,752.5108,,
23528,2030,,,,,,,,,,,202.25363,1020.0309,,,168.17628,864.29456,129.54703,763.245,,,157.3563,900.5517,,
23530,2030,,,,,,,,,,,172.21709,978.662,,,147.33801,852.257,122.6629,810.93274,,,146.28885,933.50085,,
23531,2030,,,,,,,,,,,119.85505,803.4396,,,104.27034,685.07697,81.675804,639.8249,,,94.23297,752.5108,,
23532,2030,,,,,,,,,,,156.66608,1096.2126,,,132.17911,925.5211,96.697205,863.4838,,,116.282936,1025.8967,,
23533,2030,,,,,,,,,,,156.66608,1096.2126,,,132.17911,925.5211,96.697205,863.4838,,,116.282936,1025.8967,,
23534,2030,,,,,,,,,,,209.66824,903.4282,,,171.08766,763.9574,143.57329,716.9366,,,176.83417,848.04285,,
23536,2030,,,,,,,,,,,238.14366,1179.2203,,,198.73889,1026.6287,166.77347,912.3552,,,201.10506,1045.2986,,
23537,2030,,,,,,,,,,,145.68976,992.824,,,123.519905,840.8104,93.8918,786.94495,,,112.296036,931.03937,,
23562,2030,,,,,,,,,,,96.89171,774.6118,,,89.087395,695.32983,66.66041,552.79865,,,75.20242,616.44385,,
23563,2030,,,,,,,,,,,120.32593,1446.2887,,,105.97772,1302.03,104.35783,1319.3978,,,123.77086,1470.6516,,
23564,2030,,,,,,,,,,,96.89171,774.6118,,,89.087395,695.32983,66.66041,552.79865,,,75.20242,616.44385,,
23565,2030,,,,,,,,,,,143.47038,1787.344,,,124.58943,1598.1213,117.77075,1553.3993,,,139.02263,1741.5332,,
23566,2030,,,,,,,,,,,127.137436,1586.3417,,,110.766754,1425.7527,109.25869,1497.0905,,,130.75937,1669.9661,,
23567,2030,,,,,,,,,,,129.588,1628.4237,,,112.04043,1464.4893,112.26961,1615.574,,,135.50218,1799.981,,
23597,2030,,,,,,,,,,,79.31717,243.07886,,,69.68734,214.54245,55.902344,200.08282,,,63.229115,227.69649,,
23598,2030,,,,,,,,,,,86.82362,433.72324,,,73.13567,376.38104,64.486664,416.19125,,,75.729996,482.1884,,
23603,2030,,,,,,,,,,,82.62251,516.99457,,,72.21139,450.1344,72.16135,510.7857,,,83.36362,588.1188,,
38201,2030,,,,,,,,,,,158.41626,1050.6522,,,136.47623,894.15515,101.08367,815.5294,,,117.54396,960.35077,,
38202,2030,,,,,,,,,,,149.24036,977.9442,,,128.75645,832.9966,95.6029,763.27716,,,110.87831,898.05066,,
38203,2030,,,,,,,,,,,122.37387,975.97235,,,106.74404,823.4966,84.841354,792.13654,,,97.78068,941.12085,,
38204,2030,,,,,,,,,,,122.261665,792.4923,,,106.164955,675.66327,85.22323,651.81036,,,98.00449,765.6936,,
38205,2030,,,,,,,,,,,136.55434,879.09937,,,117.8085,749.15106,88.68459,695.7164,,,102.659096,817.949,,
38206,2030,,,,,,,,,,,118.57353,757.53784,,,103.38563,646.6422,80.811516,621.5155,,,92.923454,729.9501,,
38207,2030,,,,,,,,,,,172.53308,955.5205,,,144.06216,811.5541,104.49852,749.2558,,,126.412796,882.7418,,
38208,2030,,,,,,,,,,,268.1437,1157.1028,,,229.09447,985.32654,192.19724,906.35767,,,225.22615,1065.6967,,
38209,2030,,,,,,,,,,,120.56613,399.0603,,,91.15544,341.51373,85.95987,330.95477,,,111.96177,388.34827,,
38210,2030,,,,,,,,,,,46.417183,128.65405,,,40.660927,113.23711,43.89033,83.68201,,,49.440468,96.02249,,
38211,2030,,,,,,,,,,,45.908054,127.43997,,,40.31742,112.27256,44.04419,83.56908,,,49.5853,95.86438,,
38212,2030,,,,,,,,,,,109.48204,438.54156,,,89.02464,382.45032,89.57813,407.23535,,,107.15111,466.35287,,
38213,2030,,,,,,,,,,,76.47219,229.85461,,,59.928585,196.7902,63.301445,189.18922,,,82.39584,223.65408,,
38214,2030,,,,,,,,,,,107.45885,321.29108,,,83.27879,277.309,78.5356,263.7361,,,97.89959,305.9293,,
38242,2030,,,,,,,,,,,62.54875,269.7449,,,58.060345,235.06023,57.985558,223.7401,,,64.69947,259.012,,
38312,2030,,,,,,,,,,,132.51862,568.41437,,,127.43119,496.14795,127.86383,506.9419,,,139.3808,583.1257,,
38314,2030,,,,,,,,,,,78.37556,350.684,,,73.65174,306.41907,69.25207,299.87274,,,76.992134,345.9175,,
38315,2030,,,,,,,,,,,82.20434,144.344,,,81.63409,126.0008,121.45538,97.92305,,,121.73726,113.55908,,
38316,2030,,,,,,,,,,,64.958595,85.53267,,,58.07547,73.74344,49.822792,53.673103,,,55.581413,63.200867,,
38319,2030,,,,,,,,,,,174.06622,516.77985,,,151.3674,444.30664,157.03236,491.5035,,,180.4357,574.64954,,
38352,2030,,,,,,,,,,,109.72353,694.85254,,,99.16256,609.24066,98.454605,582.8503,,,110.60246,663.86865,,
38364,2030,,,,,,,,,,,124.813965,770.0842,,,112.45886,677.6852,111.64899,657.8063,,,125.8522,747.2355,,
38391,2030,,,,,,,,,,,61.15293,233.82037,,,55.074074,205.61815,39.18434,175.597,,,43.844902,201.33502,,
38394,2030,,,,,,,,,,,81.813614,438.41437,,,70.40762,383.45276,65.79764,409.93622,,,76.26942,470.22913,,
38402,2030,,,,,,,,,,,48.26884,152.74368,,,44.717117,135.99779,33.283676,119.4635,,,36.350395,135.11308,,
38418,2030,,,,,,,,,,,191.35774,793.6924,,,168.62004,690.1508,150.7986,714.89124,,,174.41089,819.9305,,
38422,2030,,,,,,,,,,,161.88303,610.70856,,,147.2528,532.0452,130.99136,537.2131,,,145.65285,616.0984,,
38428,2030,,,,,,,,,,,140.52753,869.46063,,,122.65727,756.7336,103.968475,687.93756,,,120.96323,791.24524,,
38432,2030,,,,,,,,,,,200.64688,230.17072,,,195.37654,206.08243,165.8606,180.03741,,,171.25496,203.7035,,
38434,2030,,,,,,,,,,,90.18117,361.44202,,,80.98512,312.63116,74.21604,336.94885,,,84.797775,390.89725,,
38437,2030,,,,,,,,,,,143.03593,635.64404,,,127.907745,550.55347,112.81934,587.84985,,,129.14412,678.22656,,
