station_id,year,EMEP_Standard_DEP_SOX_mgpm2,EMEP_Standard_DEP_TOTN_mgpm2
23506,2014,378.08725,1639.8599
23507,2014,374.68097,1539.8766
23509,2014,216.20164,1333.2067
23510,2014,287.31946,1510.8767
23511,2014,476.7414,1524.1302
23512,2014,259.93423,1179.6265
23514,2014,259.93423,1179.6265
23522,2014,338.53854,1483.2795
23525,2014,503.6347,1339.265
23527,2014,259.93423,1179.6265
23528,2014,458.1021,1363.0969
23530,2014,319.7317,1598.2008
23531,2014,259.93423,1179.6265
23532,2014,370.90924,1555.9829
23533,2014,370.90924,1555.9829
23534,2014,604.76416,1309.8577
23536,2014,435.79498,1712.982
23537,2014,338.53854,1483.2795
23562,2014,127.33264,781.4068
23563,2014,235.79764,1681.0822
23564,2014,127.33264,781.4068
23565,2014,246.91125,1848.0378
23566,2014,270.95435,1872.4259
23567,2014,300.3709,2122.9949
23597,2014,185.53671,415.49118
23598,2014,241.13014,714.06335
23603,2014,267.85864,908.6709
38201,2014,321.9637,1416.7167
38202,2014,310.21417,1288.0334
38203,2014,271.76422,1419.5259
38204,2014,272.01993,1127.6508
38205,2014,299.7983,1194.9364
38206,2014,262.66064,1102.7631
38207,2014,460.74545,1354.8369
38208,2014,763.6753,1507.157
38209,2014,230.0227,529.80646
38210,2014,119.39409,161.3229
38211,2014,125.707184,158.99944
38212,2014,269.39355,668.9847
38213,2014,155.30525,309.64044
38214,2014,188.82619,444.7486
38242,2014,231.72392,564.97174
38312,2014,412.09695,1262.139
38314,2014,302.04797,792.7068
38315,2014,172.20224,134.444
38316,2014,279.12857,90.75532
38319,2014,487.4591,669.8544
38352,2014,280.44525,946.88153
38364,2014,301.2875,1059.4089
38391,2014,138.66927,341.78583
38394,2014,255.20706,793.2229
38402,2014,131.03493,261.17032
38418,2014,419.8781,1177.474
38422,2014,271.24753,939.28186
38428,2014,290.53055,1097.9951
38432,2014,217.08067,377.8034
38434,2014,287.31342,727.9659
38437,2014,267.8863,889.1543
23505,2015,242.2891,1394.3341
23506,2015,293.84723,1582.0403
23507,2015,355.42535,1412.36
23509,2015,178.591,1238.8838
23510,2015,239.32837,1325.5132
23511,2015,368.72614,1515.1161
23512,2015,218.09161,1129.1326
23514,2015,218.09161,1129.1326
23522,2015,261.29767,1419.186
23525,2015,369.31567,1238.8185
23527,2015,218.09161,1129.1326
23528,2015,361.2983,1370.2499
23530,2015,275.51447,1456.3008
23531,2015,218.09161,1129.1326
23532,2015,294.5346,1524.5029
23533,2015,294.5346,1524.5029
23534,2015,455.8385,1222.4995
23536,2015,387.8493,1547.5486
23537,2015,261.29767,1419.186
23562,2015,126.3892,838.3385
23563,2015,266.97354,1924.0505
23564,2015,126.3892,838.3385
23565,2015,293.9028,2262.501
23566,2015,284.60385,2126.815
23567,2015,297.79395,2314.095
23597,2015,94.09047,348.15515
23598,2015,153.99692,689.03
23603,2015,169.40799,855.24084
38201,2015,272.38953,1440.6565
38202,2015,260.94614,1332.3508
38203,2015,229.41391,1362.8323
38204,2015,230.81197,1128.6462
38205,2015,250.72015,1236.2335
38206,2015,226.58418,1106.5537
38207,2015,341.1291,1355.9246
38208,2015,732.5126,1618.0367
38209,2015,193.20169,539.7335
38210,2015,79.180115,142.0475
38211,2015,79.80043,141.15697
38212,2015,188.14195,708.0977
38213,2015,121.95379,318.349
38214,2015,163.85973,446.7457
38242,2015,102.58597,372.45996
38312,2015,246.90443,871.1503
38314,2015,138.53864,503.82797
38315,2015,129.7177,140.88512
38316,2015,279.52893,91.511154
38319,2015,538.7747,788.242
38352,2015,193.46667,979.2438
38364,2015,212.08057,1105.9948
38391,2015,66.44926,273.78186
38394,2015,149.66974,705.8923
38402,2015,51.16329,203.8311
38418,2015,297.0743,925.7017
38422,2015,237.07669,715.93396
38428,2015,232.22986,820.858
38432,2015,207.61526,252.21712
38434,2015,172.93857,552.10394
38437,2015,236.58961,759.9374
23505,2016,222.19246,1440.6873
23506,2016,274.77533,1562.1234
23507,2016,317.5288,1441.3427
23509,2016,164.37366,1276.6354
23510,2016,220.05923,1392.5444
23511,2016,350.7329,1495.3939
23512,2016,204.14125,1145.483
23514,2016,204.14125,1145.483
23522,2016,245.78082,1408.8247
23525,2016,384.74463,1244.5139
23527,2016,204.14125,1145.483
23528,2016,345.91083,1367.9972
23530,2016,229.11292,1416.8909
23531,2016,204.14125,1145.483
23532,2016,283.43213,1516.6207
23533,2016,283.43213,1516.6207
23534,2016,489.591,1265.8466
23536,2016,347.23746,1568.2877
23537,2016,245.78082,1408.8247
23562,2016,113.2982,936.3586
23563,2016,253.25847,1906.797
23564,2016,113.2982,936.3586
23565,2016,267.88214,2211.37
23566,2016,274.1031,2113.2642
23567,2016,307.55356,2430.2373
23597,2016,100.32368,378.2187
23598,2016,131.18811,617.9943
23603,2016,144.38245,784.29364
38201,2016,246.67612,1381.4901
38202,2016,241.22504,1280.2004
38203,2016,212.79253,1364.7664
38204,2016,213.93468,1108.6201
38205,2016,234.41516,1188.4534
38206,2016,208.41391,1065.9293
38207,2016,336.3462,1282.073
38208,2016,647.3413,1577.25
38209,2016,169.93475,473.77237
38210,2016,57.07849,148.96033
38211,2016,55.961445,145.0605
38212,2016,131.77563,543.3109
38213,2016,98.66557,259.1506
38214,2016,133.79956,414.95264
38242,2016,59.455208,331.79785
38312,2016,158.40274,801.62634
38314,2016,89.30298,465.12595
38315,2016,45.4927,150.22969
38316,2016,291.96936,92.0262
38319,2016,417.31622,706.83765
38352,2016,153.19412,880.73065
38364,2016,163.17613,980.08484
38391,2016,68.66556,322.57733
38394,2016,135.39462,665.6468
38402,2016,44.971836,205.90578
38418,2016,236.59724,942.8049
38422,2016,203.64363,840.8254
38428,2016,231.29318,1023.14197
38432,2016,153.93068,284.78802
38434,2016,129.59361,545.4699
38437,2016,191.36137,767.3063
23505,2017,224.29283,1425.7153
23506,2017,285.0692,1746.8301
23507,2017,374.91534,1599.0988
23509,2017,156.6862,1199.3882
23510,2017,231.8346,1356.0148
23511,2017,341.39722,1681.7048
23512,2017,206.38596,1294.2638
23514,2017,206.38596,1294.2638
23522,2017,255.57092,1566.0533
23525,2017,391.38074,1588.7643
23527,2017,206.38596,1294.2638
23528,2017,327.65686,1506.8042
23530,2017,244.88196,1451.506
23531,2017,206.38596,1294.2638
23532,2017,280.8983,1658.7338
23533,2017,280.8983,1658.7338
23534,2017,439.089,1335.8533
23536,2017,407.41803,1749.8297
23537,2017,255.57092,1566.0533
23562,2017,110.445244,849.15204
23563,2017,222.32928,1767.9932
23564,2017,110.445244,849.15204
23565,2017,234.82791,2061.8994
23566,2017,245.64433,1869.6982
23567,2017,274.34824,2086.9587
23597,2017,79.231636,332.84628
23598,2017,102.921074,592.1218
23603,2017,115.73915,744.36865
38201,2017,257.44006,1641.2432
38202,2017,243.38286,1476.8518
38203,2017,215.02878,1494.6853
38204,2017,208.90155,1226.5535
38205,2017,225.75491,1334.0696
38206,2017,202.9359,1196.1809
38207,2017,305.88602,1393.3126
38208,2017,693.37305,1699.6176
38209,2017,164.76112,487.43805
38210,2017,52.293728,118.592415
38211,2017,54.00625,116.30828
38212,2017,142.80455,594.9767
38213,2017,94.92033,258.75235
38214,2017,133.10513,424.4357
38242,2017,63.151085,352.91525
38312,2017,235.35306,940.29944
38314,2017,122.012886,512.18427
38315,2017,48.7349,130.90665
38316,2017,281.736,78.91209
38319,2017,443.80347,813.8259
38352,2017,135.1719,808.30383
38364,2017,151.33253,928.0475
38391,2017,51.875885,260.90387
38394,2017,116.83325,636.3617
38402,2017,40.093826,190.10037
38418,2017,258.3131,943.3558
38422,2017,204.08301,734.5097
38428,2017,212.08817,870.2391
38432,2017,167.60971,252.59392
38434,2017,117.48114,515.7146
38437,2017,206.52156,808.2923
23505,2018,227.61194,1442.7928
23506,2018,305.99942,1463.7887
23507,2018,298.97168,1358.7877
23509,2018,161.904,1381.3658
23510,2018,227.90918,1348.9998
23511,2018,353.34424,1394.9796
23512,2018,207.01984,1057.2573
23514,2018,207.01984,1057.2573
23522,2018,277.47174,1325.1565
23525,2018,360.21182,1256.7446
23527,2018,207.01984,1057.2573
23528,2018,350.68347,1321.5378
23530,2018,243.78804,1394.5155
23531,2018,207.01984,1057.2573
23532,2018,283.361,1323.7721
23533,2018,283.361,1323.7721
23534,2018,404.72852,1110.4639
23536,2018,324.31232,1482.3008
23537,2018,277.47174,1325.1565
23562,2018,108.200386,729.2317
23563,2018,260.5659,1691.5326
23564,2018,108.200386,729.2317
23565,2018,237.32681,1674.4769
23566,2018,283.36057,1800.464
23567,2018,310.46988,2147.8694
23597,2018,106.118,367.63257
23598,2018,133.57588,664.00165
23603,2018,153.40247,813.9837
38201,2018,264.69873,1285.2686
38202,2018,254.13748,1194.5873
38203,2018,228.02892,1279.4581
38204,2018,221.29497,1050.4736
38205,2018,239.31808,1125.8406
38206,2018,221.01712,1043.8137
38207,2018,312.89755,1205.5056
38208,2018,540.50934,1388.4327
38209,2018,151.04454,475.66104
38210,2018,51.327343,144.29668
38211,2018,49.869312,141.20868
38212,2018,173.92978,637.8664
38213,2018,75.100494,238.7759
38214,2018,126.557465,425.0238
38242,2018,93.23317,431.19922
38312,2018,199.0653,947.34845
38314,2018,115.451385,550.39026
38315,2018,42.381382,155.84659
38316,2018,268.1889,92.504585
38319,2018,426.45404,782.52155
38352,2018,141.36229,768.00165
38364,2018,154.40126,858.45734
38391,2018,75.356346,313.3141
38394,2018,143.60226,699.92883
38402,2018,56.49856,228.88206
38418,2018,221.88156,864.56976
38422,2018,163.45245,682.9186
38428,2018,238.2598,989.13354
38432,2018,141.52351,262.24304
38434,2018,134.63313,589.63727
38437,2018,191.40799,806.1141
23505,2019,198.9215,1309.625
23506,2019,225.18985,1441.4579
23507,2019,280.94055,1335.81
23509,2019,127.042175,1138.9249
23510,2019,195.17387,1234.8938
23511,2019,275.71112,1304.5828
23512,2019,166.08093,1055.1022
23514,2019,166.08093,1055.1022
23522,2019,194.19318,1293.4879
23525,2019,315.72165,1158.3228
23527,2019,166.08093,1055.1022
23528,2019,277.64267,1225.5732
23530,2019,208.32513,1297.1869
23531,2019,166.08093,1055.1022
23532,2019,216.04636,1323.4917
23533,2019,216.04636,1323.4917
23534,2019,358.72852,1076.491
23536,2019,302.67477,1460.8882
23537,2019,194.19318,1293.4879
23562,2019,113.82672,762.50275
23563,2019,289.87854,1886.078
23564,2019,113.82672,762.50275
23565,2019,305.2961,1898.3348
23566,2019,286.44754,1792.2734
23567,2019,346.63406,2119.1077
23597,2019,93.7602,344.6407
23598,2019,137.86906,678.7895
23603,2019,157.52408,846.2308
38201,2019,208.98834,1256.316
38202,2019,203.30286,1165.344
38203,2019,169.40216,1239.2837
38204,2019,174.78514,997.9129
38205,2019,187.39589,1059.2083
38206,2019,170.4651,981.7849
38207,2019,253.58212,1151.6655
38208,2019,401.08026,1212.3892
38209,2019,167.3368,546.2625
38210,2019,51.340393,122.039345
38211,2019,50.73294,119.78568
38212,2019,175.75018,675.77686
38213,2019,88.893265,266.9018
38214,2019,124.707,413.42047
38242,2019,78.79724,369.24905
38312,2019,202.16191,843.76044
38314,2019,107.58165,487.58673
38315,2019,46.821365,131.62575
38316,2019,248.01991,80.81702
38319,2019,403.3963,771.61646
38352,2019,177.77182,944.1063
38364,2019,193.47903,1039.0817
38391,2019,68.76568,290.5001
38394,2019,154.65265,750.3146
38402,2019,52.333168,209.86795
38418,2019,229.16931,839.1398
38422,2019,194.01949,735.7574
38428,2019,182.12634,957.17786
38432,2019,134.29433,321.65793
38434,2019,114.67435,561.7454
38437,2019,184.66798,783.9948
