station_id,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2,totn_mgNpm2
38453,1276.5933,1106.6437,1043.8522,1062.454,1132.899,967.7675,1071.8176,1053.1836,1122.2357,1164.0669,1205.898,1155.2781,1203.7739,1036.672,855.96387,773.2359,727.0594,802.67676,730.32916,655.4705,511.3105,799.3196,720.2823,751.01373,726.7968,650.98016,703.5912
38454,1526.2573,1340.4841,1164.7018,1346.9531,1369.0847,1182.5637,1342.6172,1129.4578,1124.5742,1154.1721,1183.77,1110.506,1180.7201,1008.41907,840.13293,756.293,720.75775,790.2462,722.9095,658.7826,513.3445,784.9057,678.78827,715.6792,711.9218,627.95667,677.2657
38455,1435.2563,1252.051,1108.853,1233.0592,1281.2839,1104.7103,1237.8766,1105.2415,1119.705,1167.0901,1214.475,1140.854,1215.487,1039.538,853.0679,772.7044,723.1264,788.9345,721.4982,658.26276,517.66846,785.1822,689.07043,718.3528,702.3005,623.6838,697.5711
38456,1594.8269,1387.8501,1205.6852,1426.5994,1426.4385,1262.5896,1420.4995,1120.3007,1142.7719,1250.6649,1358.558,1273.5289,1251.276,1078.465,949.58527,835.44055,794.36615,868.4121,791.9211,715.8194,572.7018,842.17194,713.0786,788.0451,748.0059,675.5658,737.7055
38457,1506.6243,1273.9307,1112.1807,1325.3319,1378.8564,1177.2152,1302.188,1197.9355,1160.647,1228.611,1296.575,1224.634,1201.293,1017.54,896.7999,805.4632,768.1209,853.3324,775.97687,712.5607,559.2423,828.87,692.82043,768.57874,714.7449,656.734,699.1696
38458,1529.4027,1332.2358,1150.958,1295.8512,1339.8152,1169.4873,1314.4403,1199.7732,1158.9811,1266.802,1374.623,1275.578,1326.1699,1189.503,937.94,847.31195,801.6547,865.91846,799.4351,725.9675,584.6868,846.39905,715.80347,790.5031,754.37634,672.8992,744.0568
38459,1507.1156,1328.6892,1128.6747,1273.7085,1304.2648,1149.8119,1290.6113,1185.7604,1157.4701,1259.4701,1361.47,1261.127,1342.579,1203.045,921.4711,838.03357,792.4212,856.3202,791.88226,715.49457,576.2577,838.0666,712.1439,775.4865,747.9749,672.4948,743.6213
38460,1129.591,920.78125,863.4715,969.13995,1062.0286,884.73193,980.90546,951.96466,980.8074,1024.2872,1067.767,1007.399,1028.619,906.6888,797.3509,720.8605,674.0533,795.2889,725.91656,645.6591,515.5038,748.9069,620.1095,621.43,603.8187,555.0427,569.0825
38461,1388.2439,1118.3821,1032.0654,1201.8547,1283.1034,1059.4314,1188.1398,1062.2389,1041.009,1153.9985,1266.988,1197.54,1166.829,1018.846,877.34564,795.3221,762.6934,840.2652,770.3466,704.1924,557.1524,815.37665,686.8806,747.7177,681.885,645.532,671.6287
38462,1366.9863,983.51624,822.12115,1009.7073,1127.0472,964.73035,1030.8988,863.80023,974.0597,1200.7103,1427.361,1408.803,1304.23,1064.338,981.3517,818.5155,755.2239,865.10754,821.29553,676.6463,584.3502,817.9128,718.8978,744.2981,706.03455,703.1683,672.19794
38463,1365.118,987.185,822.44214,1005.43994,1118.1677,957.3228,1017.9323,859.7475,976.5245,1205.1157,1433.707,1404.7631,1318.118,1054.856,979.0282,819.1004,754.3346,866.7804,815.93005,667.8854,582.3593,818.08826,729.9122,752.0567,719.0938,719.3437,686.6469
38464,1212.2803,952.38464,856.39325,1024.6312,1156.2886,967.6179,968.1467,949.36145,968.7294,976.3573,983.9851,953.3505,1005.385,854.61017,756.0365,687.1043,656.8398,756.04785,661.06335,557.16846,487.8304,685.9419,591.2707,622.3498,583.3236,555.8098,571.946
38465,1181.4355,983.7373,928.5746,1002.5202,1089.2202,896.8899,1012.91705,1024.2745,1081.7441,1094.0741,1106.404,1055.516,1091.397,922.27936,811.80286,741.7304,699.5298,781.88464,714.50464,649.25916,510.76743,777.6408,679.4253,689.5519,697.3529,608.4915,632.2149
