station_id,period,ANC_µeq/l,CaMg_µeq/l,Ca_µeq/l,Cl_µeq/l,HCO3_µeq/l,H_µeq/l,K_µeq/l,Mg_µeq/l,NH4-N_µeq/l,NO3-N_µeq/l,Na_µeq/l,OrgAnions_µeq/l,SAA_µeq/l,SO4_µeq/l,TOC_mg C/l,station_code,station_name,country
178,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2030-619,Fævatnet,Norway
178,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2030-619,Fævatnet,Norway
179,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2030-501,Barjasjavri,Norway
179,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2030-501,Barjasjavri,Norway
179,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2030-501,Barjasjavri,Norway
179,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2030-501,Barjasjavri,Norway
180,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,940-501,Tjøremovatn/Tjurrmovatn,Norway
180,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,940-501,Tjøremovatn/Tjurrmovatn,Norway
180,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,940-501,Tjøremovatn/Tjurrmovatn,Norway
180,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,940-501,Tjøremovatn/Tjurrmovatn,Norway
181,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,105-501,Isebakktjern,Norway
181,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,105-501,Isebakktjern,Norway
181,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,105-501,Isebakktjern,Norway
181,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105-501,Isebakktjern,Norway
182,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1014-25,Drivenesvatn,Norway
182,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1014-25,Drivenesvatn,Norway
182,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1014-25,Drivenesvatn,Norway
182,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1014-25,Drivenesvatn,Norway
183,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,118-502,Breidtjern,Norway
183,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,118-502,Breidtjern,Norway
183,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,118-502,Breidtjern,Norway
183,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,118-502,Breidtjern,Norway
184,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,713-601,Øyvannet (Store),Norway
184,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,713-601,Øyvannet (Store),Norway
184,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,713-601,Øyvannet (Store),Norway
184,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,713-601,Øyvannet (Store),Norway
185,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,935-7,Grunnevatn,Norway
185,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,935-7,Grunnevatn,Norway
185,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,935-7,Grunnevatn,Norway
185,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,935-7,Grunnevatn,Norway
187,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,429-601,Holmsjøen,Norway
187,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,429-601,Holmsjøen,Norway
187,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,429-601,Holmsjøen,Norway
187,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,429-601,Holmsjøen,Norway
189,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,919-606,Hundevatn,Norway
189,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,919-606,Hundevatn,Norway
189,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,919-606,Hundevatn,Norway
189,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,919-606,Hundevatn,Norway
190,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,423-601,Meitsjøen,Norway
190,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,423-601,Meitsjøen,Norway
190,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,423-601,Meitsjøen,Norway
190,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,423-601,Meitsjøen,Norway
191,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,402-604,Storbørja,Norway
191,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,402-604,Storbørja,Norway
191,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,402-604,Storbørja,Norway
191,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,402-604,Storbørja,Norway
192,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1014-12,Sognevatn,Norway
192,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1014-12,Sognevatn,Norway
192,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1014-12,Sognevatn,Norway
192,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1014-12,Sognevatn,Norway
193,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1725-3-14,Bjørfarvatnet,Norway
193,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1725-3-14,Bjørfarvatnet,Norway
193,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1725-3-14,Bjørfarvatnet,Norway
193,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1725-3-14,Bjørfarvatnet,Norway
194,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2030-603,Otervatnet,Norway
194,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2030-603,Otervatnet,Norway
194,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2030-603,Otervatnet,Norway
194,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2030-603,Otervatnet,Norway
195,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1502-602,Lunddalsvatnet,Norway
195,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1502-602,Lunddalsvatnet,Norway
195,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1502-602,Lunddalsvatnet,Norway
195,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1502-602,Lunddalsvatnet,Norway
196,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1004-15,Botnevatnet,Norway
196,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1004-15,Botnevatnet,Norway
196,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1004-15,Botnevatnet,Norway
196,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1004-15,Botnevatnet,Norway
197,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,631-607,Skakktjern,Norway
197,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,631-607,Skakktjern,Norway
197,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,631-607,Skakktjern,Norway
197,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,631-607,Skakktjern,Norway
221,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,BIE01,Birkenes,Norway
221,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,BIE01,Birkenes,Norway
221,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,BIE01,Birkenes,Norway
221,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,BIE01,Birkenes,Norway
12025,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,OVELV 19 23,Øygardsbekken,Norway
12025,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,OVELV 19 23,Øygardsbekken,Norway
12025,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,OVELV 19 23,Øygardsbekken,Norway
12025,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,OVELV 19 23,Øygardsbekken,Norway
12080,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,STE01,Storgama v. dam,Norway
12080,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,STE01,Storgama v. dam,Norway
12080,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,STE01,Storgama v. dam,Norway
12080,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,STE01,Storgama v. dam,Norway
12081,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,KAE01,Kårvatn feltforskningsstasjon,Norway
12081,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,KAE01,Kårvatn feltforskningsstasjon,Norway
12081,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,KAE01,Kårvatn feltforskningsstasjon,Norway
12081,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,KAE01,Kårvatn feltforskningsstasjon,Norway
12082,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,DALELV,Dalelv,Norway
12082,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,DALELV,Dalelv,Norway
12082,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DALELV,Dalelv,Norway
12082,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DALELV,Dalelv,Norway
12710,1990-2004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1251-601,Oddmunddalsvatnet,Norway
12710,1990-2020,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1251-601,Oddmunddalsvatnet,Norway
12710,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1251-601,Oddmunddalsvatnet,Norway
12710,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1251-601,Oddmunddalsvatnet,Norway
23472,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH03,Lago di Tomè,Switzerland
23472,1990-2020,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,CH03,Lago di Tomè,Switzerland
23472,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,CH03,Lago di Tomè,Switzerland
23472,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH03,Lago di Tomè,Switzerland
23474,1990-2004,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,CH05,Laghetto Inferiore,Switzerland
23474,1990-2020,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,CH05,Laghetto Inferiore,Switzerland
23474,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH05,Laghetto Inferiore,Switzerland
23474,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH05,Laghetto Inferiore,Switzerland
23475,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH06,Laghetto Superiore,Switzerland
23475,1990-2020,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,CH06,Laghetto Superiore,Switzerland
23475,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH06,Laghetto Superiore,Switzerland
23475,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH06,Laghetto Superiore,Switzerland
23478,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH09,Lago Nero,Switzerland
23478,1990-2020,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,CH09,Lago Nero,Switzerland
23478,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,CH09,Lago Nero,Switzerland
23478,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH09,Lago Nero,Switzerland
23488,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH19,Lago d'Alzasca,Switzerland
23488,1990-2020,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,CH19,Lago d'Alzasca,Switzerland
23488,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,CH19,Lago d'Alzasca,Switzerland
23488,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH19,Lago d'Alzasca,Switzerland
23489,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH20,Lago del Starlaresc da Sgiof,Switzerland
23489,1990-2020,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,CH20,Lago del Starlaresc da Sgiof,Switzerland
23489,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,CH20,Lago del Starlaresc da Sgiof,Switzerland
23489,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH20,Lago del Starlaresc da Sgiof,Switzerland
23495,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH26,Maggia,Switzerland
23495,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH26,Maggia,Switzerland
23495,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,CH26,Maggia,Switzerland
23495,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH26,Maggia,Switzerland
23496,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH27,Vedeggio,Switzerland
23496,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH27,Vedeggio,Switzerland
23496,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,CH27,Vedeggio,Switzerland
23496,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH27,Vedeggio,Switzerland
23497,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH28,Verzasca,Switzerland
23497,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH28,Verzasca,Switzerland
23497,1998-2012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,CH28,Verzasca,Switzerland
23497,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CH28,Verzasca,Switzerland
23505,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE01,"Schwarzwald, Dürreychbach",Germany
23505,1990-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE01,"Schwarzwald, Dürreychbach",Germany
23505,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE01,"Schwarzwald, Dürreychbach",Germany
23505,2006-2020,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,DE01,"Schwarzwald, Dürreychbach",Germany
23506,1990-2004,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,DE02,"Fichtelgebirge, Eger",Germany
23506,1990-2020,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,DE02,"Fichtelgebirge, Eger",Germany
23506,1998-2012,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,DE02,"Fichtelgebirge, Eger",Germany
23506,2006-2020,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,DE02,"Fichtelgebirge, Eger",Germany
23507,1990-2004,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,DE03,"Rothaargebirge, Elberndorfer Bach",Germany
23507,1990-2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DE03,"Rothaargebirge, Elberndorfer Bach",Germany
23507,1998-2012,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,DE03,"Rothaargebirge, Elberndorfer Bach",Germany
23507,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE03,"Rothaargebirge, Elberndorfer Bach",Germany
23509,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE05,"Schwarzwald, Goldersbach",Germany
23509,1990-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE05,"Schwarzwald, Goldersbach",Germany
23509,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE05,"Schwarzwald, Goldersbach",Germany
23509,2006-2020,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,DE05,"Schwarzwald, Goldersbach",Germany
23510,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE06,"Hunsrück, Gräfenbach",Germany
23510,1990-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE06,"Hunsrück, Gräfenbach",Germany
23510,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE06,"Hunsrück, Gräfenbach",Germany
23510,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE06,"Hunsrück, Gräfenbach",Germany
23511,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE07,"Erzgebirge, Grosse Pyra",Germany
23511,1990-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE07,"Erzgebirge, Grosse Pyra",Germany
23511,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE07,"Erzgebirge, Grosse Pyra",Germany
23511,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE07,"Erzgebirge, Grosse Pyra",Germany
23512,1990-2004,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,DE08,"Bayerischer Wald, Grosse Ohe",Germany
23512,1990-2020,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,DE08,"Bayerischer Wald, Grosse Ohe",Germany
23512,1998-2012,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,DE08,"Bayerischer Wald, Grosse Ohe",Germany
23512,2006-2020,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,DE08,"Bayerischer Wald, Grosse Ohe",Germany
23514,1990-2004,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,DE10,"Bayerischer Wald, Hinterer Schachtenbach",Germany
23514,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE10,"Bayerischer Wald, Hinterer Schachtenbach",Germany
23514,1998-2012,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,DE10,"Bayerischer Wald, Hinterer Schachtenbach",Germany
23514,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE10,"Bayerischer Wald, Hinterer Schachtenbach",Germany
23515,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE35,"Schwarzwald, Kleine Kinzig Huettenhardt",Germany
23515,1990-2020,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,DE35,"Schwarzwald, Kleine Kinzig Huettenhardt",Germany
23515,1998-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE35,"Schwarzwald, Kleine Kinzig Huettenhardt",Germany
23515,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE35,"Schwarzwald, Kleine Kinzig Huettenhardt",Germany
23516,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE12,"Harz, Lange Bramke",Germany
23516,1990-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE12,"Harz, Lange Bramke",Germany
23516,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE12,"Harz, Lange Bramke",Germany
23516,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE12,"Harz, Lange Bramke",Germany
23520,1990-2004,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,DE16,"Lauenburgische Seenplatte, Pinnsee",Germany
23520,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE16,"Lauenburgische Seenplatte, Pinnsee",Germany
23520,1998-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE16,"Lauenburgische Seenplatte, Pinnsee",Germany
23520,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE16,"Lauenburgische Seenplatte, Pinnsee",Germany
23521,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE17,"Bayerischer Wald, Rachelsee",Germany
23521,1990-2020,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,DE17,"Bayerischer Wald, Rachelsee",Germany
23521,1998-2012,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,DE17,"Bayerischer Wald, Rachelsee",Germany
23521,2006-2020,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,DE17,"Bayerischer Wald, Rachelsee",Germany
23522,1990-2004,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,DE18,"Fichtelgebirge, Röslau",Germany
23522,1990-2020,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,DE18,"Fichtelgebirge, Röslau",Germany
23522,1998-2012,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,DE18,"Fichtelgebirge, Röslau",Germany
23522,2006-2020,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,DE18,"Fichtelgebirge, Röslau",Germany
23523,1990-2004,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,DE19,"Taunus, Rombach 2",Germany
23523,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE19,"Taunus, Rombach 2",Germany
23523,1998-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE19,"Taunus, Rombach 2",Germany
23523,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE19,"Taunus, Rombach 2",Germany
23524,1990-2004,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,DE20,"Taunus, Rombach 3",Germany
23524,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE20,"Taunus, Rombach 3",Germany
23524,1998-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE20,"Taunus, Rombach 3",Germany
23524,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE20,"Taunus, Rombach 3",Germany
23526,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE22,"Odenwald, Schmerbach 3",Germany
23526,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE22,"Odenwald, Schmerbach 3",Germany
23526,1998-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE22,"Odenwald, Schmerbach 3",Germany
23526,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE22,"Odenwald, Schmerbach 3",Germany
23527,1990-2004,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,DE23,"Bayerischer Wald, Seebach",Germany
23527,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE23,"Bayerischer Wald, Seebach",Germany
23527,1998-2012,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,DE23,"Bayerischer Wald, Seebach",Germany
23527,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE23,"Bayerischer Wald, Seebach",Germany
23530,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE26,"Hunsrück, Traunbach 1",Germany
23530,1990-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE26,"Hunsrück, Traunbach 1",Germany
23530,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE26,"Hunsrück, Traunbach 1",Germany
23530,2006-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE26,"Hunsrück, Traunbach 1",Germany
23531,1990-2004,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,DE27,"Bayerischer Wald, Vorderer Schachtenbach",Germany
23531,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE27,"Bayerischer Wald, Vorderer Schachtenbach",Germany
23531,1998-2012,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,DE27,"Bayerischer Wald, Vorderer Schachtenbach",Germany
23531,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE27,"Bayerischer Wald, Vorderer Schachtenbach",Germany
23532,1990-2004,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,DE28,Oberpfälzer Wald. Waldnaab 2,Germany
23532,1990-2020,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,DE28,Oberpfälzer Wald. Waldnaab 2,Germany
23532,1998-2012,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,DE28,Oberpfälzer Wald. Waldnaab 2,Germany
23532,2006-2020,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,DE28,Oberpfälzer Wald. Waldnaab 2,Germany
23533,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE29,"Oberpfälzer Wald, Waldnaab 8",Germany
23533,1990-2020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE29,"Oberpfälzer Wald, Waldnaab 8",Germany
23533,1998-2012,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,DE29,"Oberpfälzer Wald, Waldnaab 8",Germany
23533,2006-2020,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,DE29,"Oberpfälzer Wald, Waldnaab 8",Germany
23536,1990-2004,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,DE32,"Rothaargebirge, Zinse",Germany
23536,1990-2020,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,DE32,"Rothaargebirge, Zinse",Germany
23536,1998-2012,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,DE32,"Rothaargebirge, Zinse",Germany
23536,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE32,"Rothaargebirge, Zinse",Germany
23537,1990-2004,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,DE33,"Fichtelgebirge, Zinnbach",Germany
23537,1990-2020,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,DE33,"Fichtelgebirge, Zinnbach",Germany
23537,1998-2012,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,DE33,"Fichtelgebirge, Zinnbach",Germany
23537,2006-2020,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,DE33,"Fichtelgebirge, Zinnbach",Germany
23538,1990-2004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE34,"Odenwald, Rombach 4",Germany
23538,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE34,"Odenwald, Rombach 4",Germany
23538,1998-2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE34,"Odenwald, Rombach 4",Germany
23538,2006-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE34,"Odenwald, Rombach 4",Germany
23539,1990-2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE36,"Odenwald, Schmerbach 1",Germany
23539,1990-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DE36,"Odenwald, Schmerbach 1",Germany
23539,1998-2012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,DE36,"Odenwald, Schmerbach 1",Germany
