station_id,year,variable,value
38313,2004,pre,2343.4001
38313,2005,pre,2233.2998
38313,2006,pre,2596.5999
38313,2007,pre,2538.9001
38313,2008,pre,2498.2998
38313,2009,pre,2216.1
38313,2010,pre,1702.3002
38313,2011,pre,2466.4998
38313,2012,pre,2430.0
38313,2013,pre,2139.4001
38313,2014,pre,2603.6
38313,2015,pre,2892.4001
38313,2016,pre,1988.1001
38314,1992,pre,1114.2
38314,1993,pre,994.30005
38314,1994,pre,1116.7999
38314,1995,pre,1062.8
38314,1996,pre,926.00006
38314,1997,pre,987.69995
38314,1998,pre,1198.0
38314,1999,pre,1349.0001
38314,2000,pre,1393.3999
38314,2001,pre,1113.9001
38314,2002,pre,1118.1
38314,2003,pre,1059.6
38314,2004,pre,1120.1
38314,2005,pre,1054.4
38314,2006,pre,1282.0
38314,2007,pre,1222.1
38314,2008,pre,1241.3
38314,2009,pre,1151.6001
38314,2010,pre,937.39996
38314,2011,pre,1262.8
38314,2012,pre,1243.4
38314,2013,pre,1020.50006
38314,2014,pre,1264.7
38314,2015,pre,1335.2001
38314,2016,pre,1025.6
38246,1992,pre,3958.3
38246,1993,pre,2509.7002
38246,1994,pre,3121.2002
38246,1995,pre,3112.4
38246,1996,pre,2437.0
38246,1997,pre,2772.0
38246,1998,pre,3105.6
38246,1999,pre,3673.1
38246,2000,pre,3474.0
38246,2001,pre,2871.3
38246,2002,pre,2756.1003
38246,2003,pre,3015.4001
38246,2004,pre,3239.9001
38246,2005,pre,3276.3
38246,2006,pre,3398.6997
38246,2007,pre,3466.4001
38246,2008,pre,3509.5002
38246,2009,pre,3053.8
38246,2010,pre,2236.3
38246,2011,pre,3437.0
38246,2012,pre,3392.7
38246,2013,pre,2940.7
38246,2014,pre,3370.2
38246,2015,pre,3795.7
38246,2016,pre,2727.0999
23586,1992,pre,776.8999
23586,1993,pre,898.0
23586,1994,pre,845.2001
23586,1995,pre,914.30005
23586,1996,pre,811.5
23586,1997,pre,936.6
23586,1998,pre,932.4
23586,1999,pre,795.80005
23586,2000,pre,912.2
23586,2001,pre,1046.8999
23586,2002,pre,992.9
23586,2003,pre,637.5
23586,2004,pre,820.0
23586,2005,pre,905.4
23586,2006,pre,847.2001
23586,2007,pre,956.7
23586,2008,pre,824.49994
23586,2009,pre,995.30005
23586,2010,pre,1150.3
23586,2011,pre,813.7
23586,2012,pre,929.5
23586,2013,pre,977.19995
23586,2014,pre,923.0
23586,2015,pre,736.10004
23586,2016,pre,945.2
29759,1992,pre,776.8999
29759,1993,pre,898.0
29759,1994,pre,845.2001
29759,1995,pre,914.30005
29759,1996,pre,811.5
29759,1997,pre,936.6
29759,1998,pre,932.4
29759,1999,pre,795.80005
29759,2000,pre,912.2
29759,2001,pre,1046.8999
29759,2002,pre,992.9
29759,2003,pre,637.5
29759,2004,pre,820.0
29759,2005,pre,905.4
29759,2006,pre,847.2001
29759,2007,pre,956.7
29759,2008,pre,824.49994
29759,2009,pre,995.30005
29759,2010,pre,1150.3
29759,2011,pre,813.7
29759,2012,pre,929.5
29759,2013,pre,977.19995
29759,2014,pre,923.0
29759,2015,pre,736.10004
29759,2016,pre,945.2
38564,1992,pre,611.2999
38564,1993,pre,650.7
38564,1994,pre,684.8
38564,1995,pre,631.8
38564,1996,pre,523.19995
38564,1997,pre,651.19995
38564,1998,pre,710.39996
38564,1999,pre,626.60004
38564,2000,pre,564.9
38564,2001,pre,674.4
38564,2002,pre,570.89996
38564,2003,pre,581.60004
38564,2004,pre,670.6
38564,2005,pre,582.9
38564,2006,pre,570.60004
38564,2007,pre,683.2
38564,2008,pre,657.1001
38564,2009,pre,712.0
38564,2010,pre,830.2
38564,2011,pre,559.89996
38564,2012,pre,653.60004
38564,2013,pre,688.3
38564,2014,pre,600.69995
38564,2015,pre,555.2
38564,2016,pre,763.2
38565,1992,pre,438.60004
38565,1993,pre,610.10004
38565,1994,pre,550.10004
38565,1995,pre,553.10004
38565,1996,pre,504.0
38565,1997,pre,577.10004
38565,1998,pre,611.5
38565,1999,pre,487.3
38565,2000,pre,556.7001
38565,2001,pre,585.60004
38565,2002,pre,609.10004
38565,2003,pre,387.40002
38565,2004,pre,490.40002
38565,2005,pre,530.39996
38565,2006,pre,496.7
38565,2007,pre,639.8
38565,2008,pre,521.69995
38565,2009,pre,604.4001
38565,2010,pre,667.0
38565,2011,pre,533.5
38565,2012,pre,583.2
38565,2013,pre,585.1
38565,2014,pre,532.8
38565,2015,pre,457.0
38565,2016,pre,520.7
38566,1992,pre,449.19998
38566,1993,pre,667.30005
38566,1994,pre,600.80005
38566,1995,pre,578.0
38566,1996,pre,571.0
38566,1997,pre,605.39996
38566,1998,pre,735.80005
38566,1999,pre,602.4
38566,2000,pre,633.9
38566,2001,pre,675.19995
38566,2002,pre,676.60004
38566,2003,pre,452.69998
38566,2004,pre,592.00006
38566,2005,pre,536.30005
38566,2006,pre,501.70004
38566,2007,pre,731.30005
38566,2008,pre,575.8
38566,2009,pre,626.7
38566,2010,pre,723.6
38566,2011,pre,565.6
38566,2012,pre,636.8
38566,2013,pre,631.8
38566,2014,pre,609.80005
38566,2015,pre,508.19998
38566,2016,pre,560.5
38567,1992,pre,557.8
38567,1993,pre,631.50006
38567,1994,pre,613.1
38567,1995,pre,606.39996
38567,1996,pre,473.40005
38567,1997,pre,599.7
38567,1998,pre,665.7
38567,1999,pre,545.0
38567,2000,pre,527.7
38567,2001,pre,631.60004
38567,2002,pre,547.0
38567,2003,pre,555.7
38567,2004,pre,610.7
38567,2005,pre,562.8
38567,2006,pre,544.5
38567,2007,pre,666.6
38567,2008,pre,601.10004
38567,2009,pre,637.89996
38567,2010,pre,750.00006
38567,2011,pre,579.0
38567,2012,pre,651.3
38567,2013,pre,603.1
38567,2014,pre,556.8
38567,2015,pre,509.5
38567,2016,pre,709.0
38568,1992,pre,638.9
38568,1993,pre,693.5
38568,1994,pre,686.3
38568,1995,pre,656.8
38568,1996,pre,516.2
38568,1997,pre,675.7999
38568,1998,pre,718.99994
38568,1999,pre,648.5
38568,2000,pre,569.10004
38568,2001,pre,710.4
38568,2002,pre,605.5
38568,2003,pre,614.39996
38568,2004,pre,694.1
38568,2005,pre,612.1
38568,2006,pre,602.60004
38568,2007,pre,743.89996
38568,2008,pre,663.0
38568,2009,pre,703.5
38568,2010,pre,831.10004
38568,2011,pre,655.2001
38568,2012,pre,731.1
38568,2013,pre,666.19995
38568,2014,pre,625.4
