period,station_id,variable,n_vals,first,last,mean,median,std_dev,iqr,mk_p_val,mk_trend,sen_slp,sen_incpt,sen_trend
1990-2020,38350,CaMg_µeq/l,31,361.9467086557389,270.73690723193295,289.5195910300216,279.9577031524316,37.52010674604743,54.49269848752641,0.005897626336997419,decreasing,-2.2544611899104097,4800.152388922803,decreasing
1990-2020,38350,H_µeq/l,31,14.848629303024516,3.7916613777993384,5.962040585144979,5.388204683155783,2.6418935792297638,3.498878298040564,0.0068753819290505724,decreasing,-0.1307977763488597,267.6377462626195,decreasing
1990-2020,38350,SAA_µeq/l,31,609.7847342598023,425.6502778171383,458.71345930445347,431.7435160652867,77.89365159857978,125.72543188731811,0.04139316901026291,decreasing,-3.8313113263145313,8113.522725325922,decreasing
1990-2020,38350,ANC_µeq/l,31,46.91165350857777,175.75234789280262,163.05034855925922,169.8599932490345,46.767137089104494,59.30960883672026,0.020804552083621086,increasing,2.465302379260237,-4773.071277167741,increasing
1990-2020,38350,OrgAnions_µeq/l,31,177.42565215681387,338.7858155941095,299.9950871752713,302.23323794097956,75.68064352879213,66.6420813884626,0.0001405505548264241,increasing,5.610350532887584,-10946.519580498627,increasing
1990-2020,38350,HCO3_µeq/l,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no trend,0.0,0.0,no trend
1990-2020,38351,SO4_µeq/l,31,225.85507632602412,154.06780649083504,176.26861473565216,157.3990023068531,45.63357704592129,80.69821864303739,6.083192394257253e-09,decreasing,-4.996793724027082,10175.970418981153,decreasing
1990-2020,38351,NO3-N_µeq/l,31,1.3571428571428572,2.7857142857142856,2.783410138248848,2.357142857142857,1.2442362177799222,1.5178571428571432,0.4441700849450405,no trend,0.02173913043478263,-41.229813664596314,no trend
1990-2020,38351,Cl_µeq/l,31,126.0,197.4445039911996,159.58925537945285,157.00000000000003,16.47067843537938,21.119073139085543,0.8382949346550579,no trend,-0.09375000000000178,344.9687500000036,no trend
1990-2020,38351,Ca_µeq/l,31,247.98762475049904,261.97604790419166,246.39545344794286,247.98762475049904,26.210745211119825,39.214558383233594,2.483107695283593e-05,decreasing,-2.547491920920065,5355.70892619523,decreasing
1990-2020,38351,Mg_µeq/l,31,143.95853899308983,135.73543928923988,134.90907185088477,133.46156219151038,18.151137071900493,31.241002385653175,2.6827633043957633e-06,decreasing,-1.8313672260612048,3805.352850444226,decreasing
1990-2020,38351,CaMg_µeq/l,31,391.9461637435888,397.71148719343154,381.6270514562697,381.9503521092071,43.698365604522806,65.11260679529386,7.221474918273074e-06,decreasing,-4.419510933262258,9243.069773300034,decreasing
1990-2020,38351,H_µeq/l,31,0.1819700858609982,0.1264268943049882,0.1744067094805172,0.18166006973477394,0.04433509903730399,0.06229882321077179,0.6833368087995224,no trend,0.00028609344195409947,-0.39195728138319547,no trend
1990-2020,38351,SAA_µeq/l,31,352.06936204030984,353.7205189894032,338.13478697826594,341.47611243462086,50.855961451180946,66.90522792517652,6.153454805701841e-06,decreasing,-5.412564246615225,11193.667426898146,decreasing
1990-2020,38351,ANC_µeq/l,31,199.51520493004844,262.85551549473234,233.98724200311707,231.44389768613814,16.838080455801954,22.86309797873855,0.34119875170636194,no trend,0.26883197673183756,-307.56421566119616,no trend
1990-2020,38351,OrgAnions_µeq/l,31,112.92575149335744,141.5268928142081,134.47781581969755,132.51643881582203,17.220607644378056,28.844950239535407,0.00040738224022218716,increasing,1.2384395931314447,-2350.554945412725,increasing
1990-2020,38351,HCO3_µeq/l,31,88.95730289368437,122.37437246731614,98.5199230616525,99.97480061476249,28.11496413109263,41.05546772692648,0.34119875170636194,no trend,-0.7289363319373697,1561.4921461491888,no trend
1990-2020,38352,SO4_µeq/l,31,234.8493050292729,73.9109071679006,123.23544005499701,97.4374776185281,58.35267407776656,93.19020295310509,3.127744729880533e-10,decreasing,-4.9967937240270714,10116.008894292807,decreasing
1990-2020,38352,NO3-N_µeq/l,31,3.5,4.428571428571429,4.380184331797235,4.321428571428571,1.8293838501013477,1.7142857142857144,0.4340457590730731,no trend,-0.011363636363636364,27.105519480519483,no trend
1990-2020,38352,Cl_µeq/l,31,353.0,265.13976250246805,311.6110243184298,308.0,51.39259507941627,62.23814627817109,0.05696246823315332,no trend,-2.3636363636363638,5047.090909090909,no trend
1990-2020,38352,Ca_µeq/l,31,221.98892215568864,144.71057884231536,175.87554085377633,166.9916666666667,28.476906958032288,40.49797904191618,7.79627379121628e-06,decreasing,-2.4046419066628664,4988.298689525714,decreasing
1990-2020,38352,Mg_µeq/l,31,129.9625699243172,79.79598552155315,100.75483433111485,93.97293517604477,16.847998147901745,19.49438548864758,0.0001838063218406738,decreasing,-1.0830214160359783,2265.4308743281813,decreasing
1990-2020,38352,CaMg_µeq/l,31,351.95149208000583,224.5065643638685,276.43690172039453,257.9659416606077,44.699009552602455,57.7425958177426,3.3667518407387576e-05,decreasing,-3.4771568659325,7229.66545785527,decreasing
1990-2020,38352,H_µeq/l,31,0.5888436553555884,0.5260600722793978,0.4118880809540283,0.38482119982533486,0.10620753222526119,0.1127385077889348,0.6833368087995224,no trend,-0.000961063676129753,2.31175387046549,no trend
1990-2020,38352,SAA_µeq/l,31,589.353793815635,343.4845255057314,438.5032448498099,401.93216241737696,99.16705604123192,109.07969350619061,0.0003142746175728295,decreasing,-7.0496061323613555,14536.392457801894,decreasing
1990-2020,38352,ANC_µeq/l,31,96.7456420155704,160.4495366321675,147.75945530455746,148.5190660708697,22.512661900905254,28.099675005423137,0.0005257753160301526,increasing,1.7326925837097695,-3325.529564267218,increasing
1990-2020,38352,OrgAnions_µeq/l,31,101.96474248308937,157.94638669289827,125.38596826717013,124.81182181700095,19.831764796185336,28.968822960763603,1.650774061889848e-07,increasing,1.9228265320451108,-3730.455374933446,increasing
1990-2020,38352,HCO3_µeq/l,31,2.7887875253857857,7.71003271150444,21.997508250885147,17.860797725909308,16.240032010067583,16.787442114728854,0.9728828650934778,no trend,0.01169867759092753,-5.595050843900392,no trend
1990-2020,38353,SO4_µeq/l,31,345.27844633027144,208.19973850112845,189.3549757185376,162.39579603088018,66.33390934713975,85.69501236706449,0.004068394300849043,decreasing,-4.275034630556506,8733.840230296675,decreasing
1990-2020,38353,NO3-N_µeq/l,31,9.285714285714285,32.92857142857143,13.052995391705071,12.964285714285714,8.565478445519451,9.375,0.8918439412522505,no trend,0.0219780219780219,-31.101648351648194,no trend
1990-2020,38353,Cl_µeq/l,31,329.5,262.3191267311652,291.6276374081815,292.0,31.31920256555871,55.79888161791666,0.14836750022660028,no trend,-0.8680983407945881,2032.5371732931492,no trend
1990-2020,38353,Ca_µeq/l,31,320.9839820359282,289.4211576846308,302.8774105015775,296.90618762475054,39.19815619201826,63.75712325349309,8.003063554418155e-05,decreasing,-3.3331669993346633,6979.906021290751,decreasing
1990-2020,38353,Mg_µeq/l,31,184.44687808489635,139.84863441921684,159.02156707427102,156.3014149391247,20.20756531116523,30.086120023033885,9.261151253348032e-05,decreasing,-1.6309289993967309,3426.31405872957,decreasing
1990-2020,38353,CaMg_µeq/l,31,509.92861237052057,421.04340184389366,460.5693774839264,453.2076025638752,58.61607234729111,102.49262788588663,4.5202596182347676e-05,decreasing,-4.713710436974026,9904.197028696795,decreasing
1990-2020,38353,H_µeq/l,31,0.38029018704572665,0.4265795188015925,0.33066427901254103,0.30613955918089547,0.13231291592007963,0.1950127922705134,0.9457970432721066,no trend,0.0003593221119538246,-0.4143012752865229,no trend
1990-2020,38353,SAA_µeq/l,31,683.3855891874142,507.987114947208,491.4727676870658,478.3304593838002,92.60267426154822,128.42330769303987,0.04139316901026291,decreasing,-5.018915012337983,10541.255059121457,decreasing
1990-2020,38353,ANC_µeq/l,31,165.19035984554873,211.1371014201736,276.0087177450187,272.46098708714555,60.61634935776379,67.66969078776134,0.18493228677225515,no trend,-1.8367425023895,3955.1297043780933,no trend
1990-2020,38353,OrgAnions_µeq/l,31,145.37539961606947,213.7886077983184,171.86577567968257,179.1077675970312,27.689630942191286,43.37926528390662,2.9007853530993444e-05,increasing,2.2804402727416306,-4393.174979249939,increasing
1990-2020,38353,HCO3_µeq/l,31,33.073637883358046,41.66127354906624,103.17052837006604,88.43121545495222,66.5601524082964,84.10602174383624,0.0017639537009741524,decreasing,-3.617019082093943,7340.554475053309,decreasing
1990-2020,38354,SO4_µeq/l,31,58.46248657111687,14.469881825828427,28.881333402464602,23.98460987533,14.776561337108346,26.472596750418482,1.426388118730415e-09,decreasing,-1.5545580474750922,3140.87349506289,decreasing
1990-2020,38354,NO3-N_µeq/l,31,1.6071428571428572,0.75,1.7142857142857142,1.6785714285714284,0.7617559378459333,0.6964285714285714,0.0016500353897832554,decreasing,-0.05158730158730158,105.1111111111111,decreasing
1990-2020,38354,Cl_µeq/l,31,35.5,36.66826502693707,35.38550902921905,35.5,5.978390224143808,8.486503257834318,0.012291539996874379,decreasing,-0.3409090909090909,719.0227272727273,decreasing
1990-2020,38354,Ca_µeq/l,31,57.497130738522955,54.89021956087824,58.43168340737879,60.99695608782436,5.838628832545567,8.553093812375252,0.003631804668669192,decreasing,-0.34998253493013964,762.7119386227544,decreasing
1990-2020,38354,Mg_µeq/l,31,33.490354557420204,29.615004935834154,32.09216011739854,32.990498519249755,2.7987630571217585,4.187026982560056,0.02558522906159788,decreasing,-0.1621022298356659,358.0054693397599,decreasing
1990-2020,38354,CaMg_µeq/l,31,90.98748529594315,84.5052244967124,90.49159858720923,91.48793639276236,8.444312854118733,13.489845346326092,0.009299920830487807,decreasing,-0.4999240448731643,1093.8356463634568,decreasing
1990-2020,38354,H_µeq/l,31,8.909352836549687,3.8799805170036525,4.083709614076586,3.848651566637,1.5701490016195871,1.6171830470851987,0.006539518436156966,decreasing,-0.07064405137791102,145.4899745793486,decreasing
1990-2020,38354,SAA_µeq/l,31,95.56962942825973,53.61299699620017,66.0365255582059,63.164143186693295,19.354799402619133,30.06944397486972,1.650774061889848e-07,decreasing,-1.9433279037107647,3959.5365901267764,decreasing
1990-2020,38354,ANC_µeq/l,31,39.59655339566087,89.6235282436152,81.23084374976722,86.2538644331822,16.585321814433552,24.932940637516253,4.5202596182347676e-05,increasing,1.2894340350518618,-2499.0613758458007,increasing
1990-2020,38354,OrgAnions_µeq/l,31,107.95371255007953,171.07274460052696,148.67668059788167,146.5198366746941,21.339596598518654,15.583063370907013,0.00016116403623755993,increasing,1.3476964023956433,-2555.6114501285706,increasing
1990-2020,38354,HCO3_µeq/l,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,no trend,0.0,0.0,no trend
1990-2020,38355,SO4_µeq/l,31,127.41823996269059,32.27095946767491,48.9618623748686,40.97370853702208,22.469069334889397,20.736693954712393,6.37374064638152e-08,decreasing,-1.6418036521803268,3332.790031158577,decreasing
1990-2020,38355,NO3-N_µeq/l,31,0.8571428571428572,0.32142857142857134,1.5691244239631337,1.285714285714286,1.0672512010672577,1.517857142857143,0.5293763694184315,no trend,-0.012857142857142862,27.064285714285724,no trend
1990-2020,38355,Cl_µeq/l,31,43.0,33.84762925563422,37.26286141670526,38.0,3.228008712449589,4.12102642935718,0.2986014417209124,no trend,-0.06818181818181851,174.70454545454612,no trend
1990-2020,38355,Ca_µeq/l,31,125.49373752495012,114.77045908183634,116.3776052733243,116.99416167664671,6.813657999637948,9.999500998003995,0.024626693524193666,decreasing,-0.33331669993346696,785.294145043248,decreasing
1990-2020,38355,Mg_µeq/l,31,54.48430816057913,49.76966107272129,48.88573212219638,49.485747778874625,3.018757545430147,3.9988483053636017,0.37578354240301337,no trend,-0.062482004771306165,174.76216734534347,no trend
1990-2020,38355,CaMg_µeq/l,31,179.97804568552925,164.5401201545576,164.76519473472248,164.98010331755052,9.163555852817922,11.998389597901905,0.038119926564599727,decreasing,-0.36357494111659994,893.9478602563333,decreasing
1990-2020,38355,H_µeq/l,31,0.6535201599360874,0.39588699570432423,0.573286401658578,0.5114810462007635,0.21024360623617402,0.24006764537793912,0.3158929602870457,no trend,-0.004144418635410196,8.821040410198208,no trend
1990-2020,38355,SAA_µeq/l,31,169.73966853411918,66.4400172947377,87.50274006482708,78.18895613409966,23.751859357460148,25.433603467536926,8.266810680446213e-07,decreasing,-1.6988886409482693,3484.4606812353795,decreasing
1990-2020,38355,ANC_µeq/l,31,107.3787066782586,192.19189592078408,176.79781209917905,184.76634441828242,23.835260908178697,27.621833424672474,2.4965491662198858e-05,increasing,1.8730354585709061,-3570.6697500163846,increasing
1990-2020,38355,OrgAnions_µeq/l,31,126.14054561481386,215.41234959733782,184.51919650113004,184.98282160534671,29.993096999228264,48.165995872219895,5.237567391791487e-06,increasing,2.5646960012757334,-4957.232660952499,increasing
1990-2020,38355,HCO3_µeq/l,31,0.0,0.0,7.620793089037635,0.0,14.828746303997995,6.014958272019662,0.5466389952897401,no trend,0.0,0.0,no trend
1990-2020,38356,SO4_µeq/l,31,110.92882067340122,58.295926780315966,62.53850016132121,58.295926780315966,15.385844892150377,14.199222165776959,2.9246570991681153e-06,decreasing,-1.124278587906094,2312.474495532034,decreasing
1990-2020,38356,NO3-N_µeq/l,31,1.1785714285714286,3.1071428571428577,3.239631336405529,2.9642857142857144,1.2137321409177821,1.1071428571428572,0.21450365180102193,no trend,0.02857142857142856,-54.32142857142855,no trend
1990-2020,38356,Cl_µeq/l,31,38.5,53.59207965475417,38.05491777846727,38.0,5.951409372472349,6.0,0.029057971677629135,increasing,0.25,-463.25,no trend
1990-2020,38356,Ca_µeq/l,31,176.99116766467068,177.14570858283435,165.13115945528298,165.49174151696607,9.884934055626493,13.999301397205556,0.6707676669175013,no trend,0.11181699101796265,-58.70132547404904,no trend
1990-2020,38356,Mg_µeq/l,31,99.97120763409016,94.60348798947021,90.87463113927544,91.4736549851925,4.871000651679471,7.563188960184263,0.7204637707483963,no trend,2.5837917664003644e-15,91.47365498518731,no trend
