station_id,year,totn_mgNpm2
38452,2011,774.911
38452,2012,669.33813
38452,2013,746.44824
38452,2014,698.16864
38452,2015,665.6941
38452,2016,764.227
38453,2000,1205.898
38453,2001,1155.278
38453,2002,1203.7739
38453,2003,1036.6716
38453,2004,855.9638
38453,2005,773.2359
38453,2006,727.0594
38453,2007,802.67676
38453,2008,730.3292
38453,2009,655.47046
38453,2010,511.31058
38453,2011,799.3197
38453,2012,720.2823
38453,2013,751.01373
38453,2014,726.7968
38453,2015,650.98016
38453,2016,703.5911
38454,2000,1300.4828
38454,2001,1231.37
38454,2002,1278.3075
38454,2003,1088.9774
38454,2004,908.44086
38454,2005,811.5604
38454,2006,761.93207
38454,2007,825.8445
38454,2008,760.1568
38454,2009,689.14844
38454,2010,545.71826
38454,2011,815.2749
38454,2012,703.32764
38454,2013,743.0048
38454,2014,729.55115
38454,2015,650.71136
38454,2016,714.6932
38455,2000,1214.4753
38455,2001,1140.8541
38455,2002,1215.4874
38455,2003,1039.5383
38455,2004,853.0679
38455,2005,772.70435
38455,2006,723.1264
38455,2007,788.93463
38455,2008,721.4982
38455,2009,658.2628
38455,2010,517.6685
38455,2011,785.1822
38455,2012,689.07043
38455,2013,718.3529
38455,2014,702.3005
38455,2015,623.6838
38455,2016,697.5711
38456,2000,1358.5582
38456,2001,1273.5288
38456,2002,1251.2764
38456,2003,1078.4647
38456,2004,949.58527
38456,2005,835.44055
38456,2006,794.36615
38456,2007,868.4121
38456,2008,791.92126
38456,2009,715.8194
38456,2010,572.7019
38456,2011,842.17206
38456,2012,713.0785
38456,2013,788.0451
38456,2014,748.00586
38456,2015,675.5658
38456,2016,737.7056
38457,2000,1325.5103
38457,2001,1245.2745
38457,2002,1224.1727
38457,2003,1035.4756
38457,2004,925.55084
38457,2005,826.1219
38457,2006,781.55396
38457,2007,868.7997
38457,2008,790.98846
38457,2009,715.8296
38457,2010,568.8414
38457,2011,845.37366
38457,2012,708.351
38457,2013,784.81696
38457,2014,740.4341
38457,2015,678.74994
38457,2016,733.2057
38459,2000,1390.7277
38459,2001,1281.2161
