station_id,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
38462,1366.9863,983.51624,822.12115,1009.7073,1127.0472,964.73035,1030.8988,863.80023,974.0597,774.3615,1427.361,1408.803,1304.23,1064.338,981.3517,818.5155,755.2239,865.10754,821.29553,676.6463,584.3502,817.9128,718.8978,744.2981,706.03455,703.1683,672.19794
38463,1365.118,987.185,822.44214,1005.43994,1118.1677,957.3228,1017.9323,859.7475,976.5245,774.9833,1433.707,1404.7631,1318.118,1054.856,979.0282,819.1004,754.3346,866.7804,815.93005,667.8854,582.3593,818.08826,729.9122,752.0567,719.0938,719.3437,686.6469
38464,1212.2803,952.38464,856.39325,1024.6312,1156.2886,967.6179,968.1467,949.36145,968.7294,751.7091,983.9851,953.3505,1005.385,854.61017,756.0365,687.1043,656.8398,756.04785,661.06335,557.16846,487.8304,685.9419,591.2707,622.3498,583.3236,555.8098,571.946
38465,1181.4355,983.7373,928.5746,1002.5202,1089.2202,896.8899,1012.91705,1024.2745,1081.7441,669.8668,1106.404,1055.516,1091.397,922.27936,811.80286,741.7304,699.5298,781.88464,714.50464,649.25916,510.76743,777.6408,679.4253,689.5519,697.3529,608.4915,632.2149
38466,1465.0045,1183.5345,1135.9513,1240.9548,1277.81,1131.6077,1260.3418,1247.2632,1156.849,817.48895,1362.498,1199.566,1290.936,1155.4249,968.71265,906.2083,869.6916,904.29785,848.1405,761.4261,614.7642,857.5887,713.9369,803.7133,716.3217,686.2792,743.2987
38467,1525.6757,1149.4209,1488.2915,1314.4406,1429.4274,1299.5664,1732.4504,1286.8345,1229.4858,950.9795,1433.439,1153.678,1277.2899,1260.078,1222.775,1140.248,977.59894,1104.586,1084.268,853.7158,724.42487,1012.72003,817.7722,852.3504,802.02637,752.0918,715.5795
38468,1562.1858,1149.6335,1473.5204,1364.2031,1487.051,1300.7435,1773.1625,1279.7468,1225.9796,1006.1239,1710.833,1519.133,1592.894,1490.659,1483.591,1350.768,1164.718,1333.849,1234.978,985.8707,875.7039,1152.9661,998.9439,1003.84705,978.9525,903.55634,838.2185
38469,1527.1775,1136.7494,1454.3693,1332.0659,1446.7489,1277.0254,1747.067,1305.9991,1259.0399,961.39014,1708.5599,1516.859,1590.589,1490.293,1482.913,1350.936,1166.488,1332.694,1233.047,983.6439,872.11304,1152.6439,998.84766,1003.695,978.79974,903.4213,838.0841
38470,1625.8278,1199.5686,1618.0729,1411.9906,1589.665,1404.2731,1952.6852,1449.9686,1419.824,1033.2012,1767.3639,1550.671,1619.6849,1546.0491,1516.611,1390.4491,1207.069,1368.53,1272.504,1005.10394,889.6854,1205.649,1004.95703,1021.96796,983.3254,908.6507,833.9501
38471,1266.7866,1115.2643,1023.9631,1070.789,1127.917,936.1964,1049.5752,1026.6846,1119.6737,685.5562,1113.887,1036.209,1080.76,973.27,776.441,715.5407,671.1751,753.6897,676.5293,609.81213,473.329,751.2671,692.92065,727.4227,697.979,640.41235,673.96313
