SiteID,Lat,Lon,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
23571,57.1361,25.9036,460.33,425.45,390.62,355.83,321.10,286.41,279.05,271.69,264.35,257.02,249.70,277.06,246.83,237.49,250.40,241.30,260.12,264.85,302.85,259.79,295.19,255.08,274.29,254.33,282.31,295.77,250.58,266.30
23572,56.9119,23.4544,516.17,479.99,443.75,407.43,371.04,334.58,329.38,324.16,318.94,313.71,308.46,319.27,273.58,263.55,290.45,266.36,332.56,333.91,321.01,325.17,337.85,288.61,344.23,304.27,299.69,290.67,279.82,312.31
23573,56.6302,23.8307,725.07,663.19,601.32,539.45,477.58,415.72,407.21,398.71,390.21,381.70,373.20,408.30,370.65,340.90,375.65,330.58,395.12,402.33,408.39,393.07,413.31,376.63,412.97,366.50,408.07,378.55,373.99,401.24
23574,57.0141,22.6463,512.90,475.66,438.38,401.06,363.71,326.33,318.88,311.42,303.96,296.49,289.01,311.07,255.35,250.49,252.15,243.42,298.40,277.89,278.02,255.78,300.89,271.36,306.98,272.51,272.30,296.60,245.11,258.06
33066,56.4789,23.3845,589.99,544.71,499.41,454.08,408.74,363.38,356.91,350.44,343.96,337.48,331.00,373.50,308.73,297.09,329.59,275.86,335.58,334.93,363.21,338.61,373.72,323.66,374.88,321.31,357.84,336.30,322.76,352.04
38545,45.5867,28.1528,599.96,564.89,529.78,494.63,459.45,424.23,411.83,399.42,386.99,374.55,362.10,372.27,430.34,359.81,391.78,401.76,356.66,379.47,327.90,340.91,395.32,305.40,358.10,343.58,419.14,350.89,364.95,384.99
38546,45.8081,28.5375,552.49,521.07,489.63,458.20,426.75,395.29,380.66,366.02,351.38,336.73,322.08,326.43,380.08,312.84,313.45,394.16,333.68,330.46,286.71,295.98,338.88,259.87,293.64,311.76,344.15,312.45,311.24,339.34
38605,51.5647,5.2138,3214.53,3159.16,3103.71,3048.17,2992.54,2936.83,2905.38,2873.87,2842.32,2810.72,2779.06,2710.34,2484.00,2244.36,2295.41,2146.61,1985.71,2204.92,2019.48,1814.32,1777.75,1721.42,1830.64,1577.50,1757.23,1547.26,1727.77,1619.83
38606,52.1598,5.8180,2653.36,2598.60,2543.88,2489.21,2434.59,2380.00,2353.00,2326.01,2299.05,2272.11,2245.19,2188.50,2131.73,1906.60,1993.64,1832.96,1795.23,1903.87,1834.38,1679.37,1598.26,1694.79,1666.50,1568.05,1719.26,1570.66,1694.98,1646.79
38607,52.8345,6.4384,2001.94,1969.77,1937.55,1905.27,1872.93,1840.54,1827.05,1813.54,1800.00,1786.44,1772.86,1790.60,1764.19,1521.65,1604.50,1538.44,1539.76,1542.41,1525.92,1429.30,1429.58,1444.23,1517.93,1352.52,1654.61,1597.41,1554.24,1622.25
38269,58.4944,6.7353,430.85,422.02,413.12,404.15,395.13,386.03,382.92,379.78,376.61,373.41,370.19,243.92,253.62,303.73,262.35,357.19,272.90,221.66,237.82,301.96,305.95,341.97,245.40,280.69,377.05,309.00,246.00,230.35
38310,58.2860,6.4901,745.23,726.88,708.38,689.72,670.91,651.94,645.07,638.14,631.14,624.07,616.94,385.02,445.94,488.84,418.79,602.68,427.57,370.96,381.54,509.57,431.25,539.90,395.77,419.14,621.92,421.25,393.89,366.54
38306,58.3163,7.6754,677.41,656.29,635.02,613.59,592.02,570.30,562.05,553.74,545.37,536.93,528.43,316.47,310.97,362.76,330.61,365.24,300.20,233.68,311.33,365.88,322.08,382.45,292.46,324.32,418.58,319.60,320.70,299.66
38298,58.2926,7.9305,801.88,776.96,751.84,726.53,701.03,675.34,665.60,655.77,645.87,635.88,625.81,350.13,308.43,393.11,343.37,359.91,308.01,236.35,332.82,440.85,352.66,413.89,320.68,326.98,442.44,323.34,335.39,322.67
38292,59.1027,11.5255,476.06,466.38,456.65,446.89,437.10,427.26,424.25,421.22,418.18,415.13,412.07,240.93,262.40,250.11,204.04,255.77,233.35,211.69,228.32,235.75,230.64,273.03,218.03,199.17,275.86,238.48,246.13,204.43
38285,58.1196,7.6649,999.29,969.68,939.81,909.66,879.25,848.57,837.35,826.01,814.56,802.99,791.31,431.77,416.10,491.03,443.64,451.75,402.03,281.35,405.72,544.82,440.12,507.01,386.20,432.98,550.74,416.36,415.48,385.06
38243,58.2039,7.4436,761.72,738.23,714.57,690.73,666.73,642.55,633.36,624.09,614.75,605.33,595.85,370.33,383.33,434.84,377.93,460.99,364.34,270.69,353.99,438.83,392.04,442.70,338.19,384.06,481.13,370.72,354.74,322.46
38265,58.7576,7.3147,270.79,263.89,256.94,249.96,242.94,235.88,233.45,231.01,228.56,226.08,223.60,155.22,148.96,170.05,173.73,215.22,165.99,111.76,143.67,193.66,188.72,195.90,136.07,138.28,222.86,160.40,141.31,129.61
38261,58.2293,6.9923,676.64,656.46,636.14,615.68,595.08,574.33,566.53,558.66,550.73,542.75,534.70,345.59,351.83,421.77,349.88,466.01,366.07,303.25,325.36,409.40,373.29,447.37,339.82,352.31,455.06,346.55,313.05,301.34
38249,58.3054,7.1602,608.79,590.70,572.48,554.13,535.65,517.05,510.10,503.10,496.04,488.92,481.76,331.14,311.86,385.88,321.07,409.65,325.46,258.66,297.78,355.08,339.49,406.84,301.05,332.50,411.18,323.50,295.84,276.22
38288,58.5486,7.2061,388.97,378.62,368.21,357.72,347.17,336.56,332.77,328.96,325.12,321.25,317.36,212.81,213.21,255.29,240.12,303.10,227.36,165.54,192.10,247.99,264.93,284.63,195.90,216.66,303.47,222.73,211.95,175.92
38271,58.6313,6.9693,282.37,275.68,268.96,262.21,255.44,248.63,246.20,243.76,241.31,238.85,236.37,164.71,164.74,201.69,184.66,237.75,186.25,144.18,156.17,196.92,212.50,240.64,154.74,189.60,237.13,183.25,165.64,141.85
38297,59.3436,10.9696,546.50,535.04,523.48,511.83,500.09,488.26,483.53,478.77,473.96,469.11,464.21,289.73,316.44,328.74,272.17,344.90,319.12,278.46,318.39,283.86,267.71,335.33,307.52,282.34,336.68,295.29,312.01,261.94
38245,58.4872,6.1884,733.32,729.51,725.65,721.75,717.80,713.80,712.22,710.61,708.98,707.31,705.61,545.43,544.68,641.62,610.32,697.79,603.44,617.28,592.07,664.52,568.03,685.36,595.85,589.57,737.65,640.03,598.98,619.26
38275,58.4194,6.2109,669.39,661.67,653.89,646.06,638.17,630.23,626.97,623.68,620.37,617.02,613.65,446.65,473.44,543.57,509.89,612.84,494.13,475.22,454.75,557.59,475.50,570.65,465.91,477.45,636.66,494.51,467.90,455.64
38273,58.5632,5.8607,763.88,762.50,761.10,759.67,758.22,756.74,755.84,754.91,753.96,752.99,751.99,625.53,604.63,711.43,657.96,751.84,670.39,744.16,676.14,756.08,634.44,766.62,704.90,666.21,800.82,754.31,697.65,771.47
38290,59.5440,6.0247,490.74,489.24,487.71,486.17,484.60,483.02,481.71,480.38,479.03,477.67,476.29,404.60,441.89,482.88,459.39,548.62,483.82,458.27,412.32,508.18,463.60,590.61,428.80,450.53,523.25,545.17,502.70,486.39
38299,59.1230,11.6840,443.38,434.45,425.50,416.52,407.53,398.51,395.82,393.13,390.43,387.73,385.01,231.38,260.43,238.77,201.11,252.47,228.14,197.86,216.31,239.69,235.26,274.23,210.98,192.17,256.94,227.21,253.06,198.98
38277,59.8261,6.3653,142.27,140.17,138.06,135.94,133.83,131.70,130.73,129.75,128.77,127.79,126.81,102.14,116.37,120.37,112.04,148.78,135.21,88.66,83.54,124.89,147.55,150.41,91.20,94.94,117.55,127.96,120.36,102.03
38251,59.8721,5.4198,326.99,321.44,315.88,310.29,304.69,299.07,296.33,293.57,290.80,288.03,285.24,273.37,292.72,351.45,298.87,395.15,337.04,278.46,225.97,331.85,346.69,377.38,230.82,245.69,291.52,303.71,291.49,255.12
38262,59.8599,6.5788,112.82,111.22,109.61,108.00,106.38,104.75,104.10,103.44,102.78,102.12,101.45,77.12,90.42,96.98,98.68,118.35,98.73,71.59,67.55,101.24,114.44,118.88,69.34,75.84,101.24,104.58,83.45,84.89
38317,60.5310,5.9820,168.55,166.82,165.10,163.36,161.63,159.89,158.93,157.98,157.02,156.06,155.09,117.13,150.31,155.99,153.26,182.95,196.57,101.43,101.84,175.01,150.74,165.32,98.34,114.35,142.28,133.81,141.88,106.97
38268,60.7284,5.5120,194.21,192.84,191.46,190.09,188.71,187.34,186.35,185.37,184.38,183.40,182.41,168.64,221.19,230.33,188.93,281.40,215.09,165.49,139.21,198.70,215.19,247.59,127.34,150.59,187.17,182.45,180.90,135.02
38239,59.4030,10.9990,506.01,495.29,484.48,473.60,462.64,451.59,447.15,442.68,438.16,433.61,429.02,278.27,309.66,318.55,267.74,334.49,308.83,271.06,313.65,287.09,266.95,323.36,296.87,271.63,334.04,290.28,308.25,257.04
38286,61.6702,5.1792,165.10,163.32,161.54,159.77,157.99,156.22,154.98,153.73,152.49,151.25,150.01,128.15,230.16,218.55,173.69,306.02,184.86,134.51,125.09,172.70,146.14,202.15,114.94,128.96,166.08,180.55,187.46,113.79
38267,61.3425,6.4595,91.03,89.72,88.41,87.10,85.78,84.46,83.83,83.21,82.58,81.94,81.31,62.83,84.49,90.15,77.18,111.46,93.61,62.31,68.10,87.32,91.51,103.70,66.21,58.91,78.85,78.49,78.85,66.80
38282,61.9785,6.1833,96.46,96.98,97.50,98.02,98.55,99.07,98.97,98.86,98.75,98.65,98.54,98.44,123.60,121.98,105.90,132.40,116.63,89.21,96.82,108.57,102.27,119.70,91.67,87.44,105.79,93.33,114.92,94.56
38309,62.8191,7.5323,91.62,91.98,92.34,92.69,93.05,93.39,92.94,92.49,92.04,91.59,91.14,108.72,133.20,129.18,110.48,123.69,133.76,105.85,110.51,124.87,107.13,120.67,108.31,100.98,98.73,118.08,126.42,109.25
38257,62.0515,5.7842,97.72,97.98,98.24,98.50,98.76,99.02,98.73,98.45,98.16,97.88,97.60,90.79,124.54,118.91,96.54,132.89,117.23,84.64,93.67,111.27,102.92,121.23,86.94,84.00,102.38,98.67,116.80,93.68
38258,63.9635,10.5641,59.00,58.29,57.59,56.89,56.19,55.50,54.77,54.04,53.32,52.60,51.89,61.26,86.54,129.77,56.80,86.19,87.56,67.63,57.48,73.34,55.16,92.29,67.93,60.95,62.95,77.80,66.27,60.13
38404,59.6098,12.2937,311.59,303.83,296.05,288.26,280.45,272.63,269.89,267.14,264.39,261.63,258.86,197.41,182.25,205.45,177.47,200.66,210.84,159.19,200.19,227.42,197.73,234.64,184.00,153.04,231.42,171.29,223.92,168.36
38345,59.3024,12.3399,332.89,325.01,317.13,309.25,301.36,293.46,290.86,288.26,285.66,283.06,280.46,220.85,217.32,221.59,190.28,225.91,236.31,178.00,189.18,205.34,219.99,245.50,195.25,167.05,250.29,190.76,244.43,183.65
38248,62.6123,11.8766,49.53,49.28,49.02,48.76,48.50,48.24,48.12,48.00,47.88,47.76,47.63,41.47,45.26,47.29,36.86,55.15,52.33,36.38,39.96,46.22,46.98,46.43,41.84,33.34,44.69,48.42,42.99,36.78
38307,64.2779,10.9868,60.88,60.12,59.36,58.61,57.86,57.11,56.33,55.56,54.79,54.02,53.26,53.17,80.78,132.30,53.44,80.55,83.43,60.58,53.21,69.21,53.82,85.32,61.16,58.15,60.80,62.13,64.88,51.69
38349,58.7578,14.7028,381.71,373.57,365.43,357.27,349.09,340.91,338.83,336.76,334.67,332.59,330.50,275.17,258.12,251.74,238.41,245.10,275.92,244.65,232.68,248.20,242.42,288.17,256.78,208.69,270.95,272.72,231.49,235.01
38280,64.3908,12.0848,102.96,102.30,101.65,100.99,100.34,99.68,99.10,98.53,97.95,97.38,96.80,97.99,109.18,158.78,96.30,134.19,128.99,114.91,96.57,116.13,100.97,130.74,108.22,107.06,105.65,121.36,109.71,111.66
38397,65.9619,16.0679,34.58,33.68,32.77,31.87,30.97,30.06,29.78,29.50,29.22,28.93,28.65,24.46,26.64,31.18,21.09,26.73,27.39,17.56,24.92,25.17,26.71,27.47,19.67,19.21,31.21,22.26,17.84,16.26
38230,64.9526,28.2152,101.03,97.14,93.27,89.42,85.57,81.74,80.91,80.09,79.27,78.45,77.64,59.26,58.64,68.46,51.43,72.54,58.25,55.80,60.04,51.74,99.94,64.95,62.43,45.43,71.57,61.16,54.60,45.02
38250,65.0560,13.1720,48.00,47.07,46.15,45.23,44.31,43.39,42.95,42.51,42.07,41.63,41.19,34.32,65.66,81.55,36.86,55.18,56.25,44.29,33.40,41.97,35.12,50.69,35.01,35.59,50.15,38.39,41.21,29.03
38398,56.1775,14.9372,686.28,667.48,648.61,629.66,610.63,591.52,586.23,580.92,575.58,570.21,564.82,527.63,505.10,445.78,473.94,437.91,558.47,496.07,493.51,483.39,450.39,480.43,509.86,409.90,526.04,545.60,424.47,443.83
38409,57.1757,14.2727,473.01,463.00,452.97,442.91,432.83,422.72,420.25,417.77,415.29,412.79,410.29,309.24,324.15,288.22,304.76,285.70,328.11,297.28,336.06,320.17,343.37,354.22,343.29,311.14,347.86,312.03,295.83,293.02
36464,65.7857,19.0877,60.15,58.27,56.40,54.51,52.63,50.74,50.22,49.70,49.18,48.66,48.14,50.90,35.09,35.21,32.41,41.68,40.28,22.74,33.80,41.03,45.31,43.70,32.25,28.13,37.95,39.25,23.80,24.23
38394,56.9478,15.2712,416.85,406.20,395.55,384.89,374.23,363.56,360.45,357.34,354.24,351.12,348.01,274.78,316.75,264.61,268.30,253.23,326.27,275.77,307.69,278.67,293.90,304.48,309.41,289.63,308.01,279.58,274.43,263.31
38373,57.5391,13.9454,464.14,455.24,446.32,437.35,428.35,419.31,417.42,415.52,413.61,411.68,409.75,302.10,317.46,293.32,297.41,317.04,316.98,295.04,324.77,324.60,323.42,331.60,337.19,276.56,331.88,336.00,297.91,303.06
38231,66.2969,29.5083,73.10,70.29,67.47,64.65,61.82,58.99,58.12,57.25,56.37,55.50,54.62,52.74,64.47,44.93,41.50,55.91,49.10,40.22,37.27,42.49,67.93,48.75,41.24,31.03,42.57,41.71,42.55,28.60
38289,66.7510,15.4102,23.97,23.39,22.82,22.25,21.68,21.12,20.86,20.61,20.35,20.10,19.85,17.56,22.97,26.02,19.49,26.16,30.44,22.69,19.53,24.85,19.26,23.11,15.58,16.80,22.77,20.51,20.46,11.81
36461,66.7658,20.1247,53.29,51.68,50.07,48.45,46.83,45.20,44.73,44.26,43.79,43.32,42.85,36.31,33.81,27.70,24.15,36.25,44.41,20.48,27.31,29.40,47.06,56.81,28.42,25.30,34.11,34.32,21.50,18.46
38377,56.7669,13.4276,643.66,630.99,618.28,605.52,592.71,579.85,576.86,573.86,570.84,567.81,564.76,409.44,408.28,423.26,431.73,399.10,469.97,391.30,463.52,436.87,389.17,466.40,464.05,422.44,442.97,428.07,409.86,412.60
38210,67.0655,26.0946,65.86,63.21,60.56,57.93,55.31,52.69,51.96,51.23,50.51,49.78,49.06,43.88,58.19,42.09,43.89,59.85,45.29,40.56,41.08,38.54,58.34,64.44,42.06,34.20,43.48,40.96,39.87,28.49
38211,67.1170,26.0844,63.82,61.25,58.68,56.13,53.59,51.06,50.34,49.63,48.92,48.21,47.51,42.41,54.11,40.76,42.49,57.80,44.97,38.94,39.35,36.86,54.98,63.79,40.46,32.28,41.84,40.10,38.15,27.29
38244,67.5938,15.4879,47.05,45.47,43.90,42.33,40.78,39.24,38.45,37.67,36.89,36.12,35.36,37.95,44.86,74.83,45.59,71.15,64.96,70.79,26.76,45.32,35.38,46.16,29.22,41.62,33.85,40.33,41.65,24.15
38259,68.0540,13.3500,42.59,41.37,40.16,38.96,37.76,36.58,35.91,35.25,34.60,33.94,33.30,36.50,42.34,47.52,39.25,53.30,57.55,60.57,28.61,34.08,33.36,51.15,32.88,38.35,33.84,43.12,41.97,26.47
38237,59.7757,11.7732,306.72,299.48,292.21,284.94,277.65,270.35,267.32,264.28,261.23,258.18,255.13,177.00,186.81,207.14,167.76,213.81,197.25,162.31,190.22,197.28,188.64,222.39,175.05,155.24,223.49,181.62,216.22,181.64
38240,59.7428,11.5765,313.35,305.94,298.50,291.05,283.59,276.11,272.91,269.70,266.48,263.25,260.02,179.54,190.47,212.63,174.49,219.06,201.76,170.00,197.99,200.34,194.79,232.47,182.02,163.81,220.17,192.34,217.68,186.41
38236,60.1072,10.7574,354.40,347.47,340.51,333.51,326.47,319.39,316.15,312.89,309.62,306.32,303.00,209.05,209.55,226.02,208.42,241.84,222.43,172.20,235.79,228.32,205.03,206.06,192.98,159.43,247.72,187.76,206.46,165.72
38305,60.0913,11.9274,279.61,273.81,268.01,262.19,256.35,250.50,247.93,245.34,242.75,240.15,237.55,176.25,177.85,185.83,154.74,197.58,186.24,149.06,178.11,175.73,177.14,192.48,162.29,138.94,206.77,162.69,199.37,167.56
38284,60.5669,11.6546,253.66,247.88,242.07,236.24,230.38,224.49,222.04,219.58,217.10,214.62,212.12,164.38,187.97,169.93,155.46,189.75,174.14,134.90,158.65,168.12,170.93,173.57,148.89,132.30,185.34,160.69,177.61,142.27
38304,60.3867,11.8105,258.98,253.48,247.97,242.43,236.87,231.29,228.91,226.52,224.12,221.70,219.28,167.05,175.20,169.74,156.84,194.87,181.54,141.57,167.56,168.45,167.24,185.29,155.50,136.75,197.02,157.24,180.39,153.44
38302,61.1514,11.6236,189.80,185.57,181.32,177.06,172.77,168.47,166.67,164.86,163.04,161.22,159.38,114.80,135.27,131.36,122.93,170.32,150.39,101.79,117.22,124.64,146.17,140.70,111.01,94.46,141.20,129.06,125.39,95.53
38278,62.2719,8.8401,31.55,32.00,32.45,32.90,33.34,33.79,33.90,34.02,34.13,34.24,34.35,29.64,34.31,31.42,28.25,36.78,34.49,26.51,30.86,33.43,30.63,39.84,30.65,25.19,29.27,30.04,30.62,25.99
38235,59.9777,10.1520,274.93,269.02,263.10,257.17,251.22,245.26,242.31,239.35,236.38,233.41,230.42,169.55,166.84,179.64,162.05,168.26,185.13,125.41,181.22,198.29,182.49,167.88,159.85,136.57,203.64,151.30,159.47,140.95
38311,59.8917,9.3073,211.89,206.87,201.84,196.79,191.73,186.66,184.38,182.09,179.79,177.49,175.18,130.83,144.60,140.64,159.43,137.98,164.64,103.51,150.25,172.33,174.28,160.90,132.11,114.84,210.69,147.87,125.58,139.28
38300,59.6350,10.1048,426.46,416.53,406.55,396.52,386.44,376.31,371.58,366.84,362.07,357.27,352.45,245.33,243.84,264.07,273.98,258.15,281.26,203.32,276.23,299.33,254.68,265.91,247.35,220.13,320.11,239.61,242.90,225.32
38241,59.2729,8.8421,334.83,327.06,319.27,311.45,303.61,295.73,292.15,288.57,284.96,281.35,277.72,180.71,164.34,210.56,193.45,212.84,201.57,139.21,197.06,254.36,225.72,217.53,165.48,162.85,294.28,206.06,172.10,182.73
38266,59.8326,8.7360,136.93,133.41,129.90,126.39,122.88,119.38,117.80,116.23,114.65,113.08,111.50,73.64,74.89,91.62,91.64,97.25,101.48,53.40,94.03,116.12,122.98,104.33,75.03,65.97,122.87,85.15,74.67,84.73
38247,59.2949,7.7271,189.24,184.48,179.71,174.92,170.11,165.28,163.45,161.62,159.77,157.92,156.06,95.46,110.96,123.80,118.51,141.83,119.71,72.06,103.77,140.91,140.40,130.99,93.62,88.59,164.87,123.86,92.80,111.09
38263,59.5886,7.5531,130.17,127.15,124.12,121.09,118.04,114.98,113.80,112.62,111.44,110.25,109.06,67.29,71.33,83.67,80.00,99.28,85.81,54.11,71.68,95.84,98.42,100.52,61.84,58.96,97.26,82.69,66.98,80.03
38270,59.6319,8.1137,146.28,142.76,139.23,135.70,132.16,128.61,127.19,125.76,124.34,122.91,121.47,81.47,93.33,102.36,86.42,135.40,105.31,63.66,90.18,126.91,129.35,114.56,78.16,76.00,135.25,99.95,88.14,91.20
38238,58.6851,8.9620,752.03,728.45,704.68,680.73,656.60,632.29,622.47,612.57,602.59,592.53,582.39,336.58,288.36,356.40,342.25,331.52,322.02,257.04,346.39,470.69,302.49,394.46,292.71,310.16,430.82,322.66,303.42,323.85
38303,58.5926,8.5407,607.80,588.38,568.85,549.20,529.43,509.55,501.65,493.70,485.69,477.64,469.54,263.12,234.15,319.30,259.40,280.51,252.47,196.82,278.28,365.14,268.16,312.54,247.56,264.83,386.13,263.62,278.62,294.95
38301,58.3899,7.9703,683.66,662.12,640.42,618.56,596.55,574.38,565.96,557.47,548.92,540.30,531.61,298.88,265.75,345.16,298.68,320.56,274.18,217.24,293.40,376.91,312.65,353.40,282.34,288.15,387.43,288.53,300.90,284.93
38293,58.7474,7.9718,377.52,366.24,354.90,343.49,332.02,320.47,316.19,311.88,307.54,303.17,298.78,179.84,186.19,242.54,191.95,228.70,190.98,136.49,188.39,237.56,230.89,229.50,167.18,195.30,274.62,189.07,185.83,170.99
38296,59.0769,7.4473,195.45,190.58,185.70,180.79,175.87,170.93,169.17,167.40,165.63,163.85,162.06,108.22,109.66,121.70,125.09,162.08,125.42,81.92,111.67,143.00,151.22,146.84,102.47,98.27,162.05,123.89,102.42,103.43
38281,59.0567,7.3733,187.36,182.83,178.28,173.72,169.14,164.55,162.92,161.28,159.64,158.00,156.34,103.60,103.58,117.45,119.16,159.08,123.68,78.59,106.82,138.69,146.95,142.76,99.52,92.53,152.31,118.99,97.63,97.49
38279,59.2109,7.2425,150.88,147.46,144.04,140.61,137.17,133.73,132.42,131.12,129.82,128.51,127.20,78.00,84.54,97.30,91.89,117.50,100.99,66.91,84.44,107.89,122.99,119.20,80.36,70.30,114.53,91.01,80.64,80.03
38260,59.5048,7.1132,116.99,114.87,112.73,110.60,108.45,106.31,105.51,104.72,103.93,103.13,102.33,63.88,62.26,84.17,81.96,96.37,80.79,57.73,61.68,82.16,102.06,102.17,61.86,55.84,82.63,79.77,69.15,64.58
38312,58.3854,8.2417,754.57,730.86,706.97,682.90,658.65,634.22,624.96,615.62,606.21,596.72,587.16,334.52,283.90,381.87,311.60,319.16,300.96,222.27,329.75,442.89,339.81,387.82,307.52,302.55,452.28,313.43,318.48,334.19
38287,68.0780,16.0340,44.18,42.74,41.32,39.91,38.52,37.13,36.36,35.60,34.84,34.09,33.35,40.15,45.78,62.18,41.90,59.44,62.98,62.61,23.33,36.24,37.93,48.61,25.26,38.79,31.74,38.52,41.39,22.18
38315,62.7829,8.8934,47.76,47.88,48.00,48.12,48.24,48.36,48.16,47.97,47.78,47.59,47.39,50.28,65.11,56.22,42.51,58.78,60.93,45.98,44.95,55.40,53.21,60.56,54.44,43.44,42.65,46.27,53.80,42.68
38242,60.3725,9.7267,177.77,174.19,170.60,167.00,163.40,159.80,158.09,156.39,154.68,152.96,151.25,115.99,117.85,115.39,128.96,130.25,140.48,87.50,122.32,161.50,159.28,138.02,108.97,91.69,175.81,121.07,114.43,115.45
38313,58.6219,6.1064,686.89,685.77,684.63,683.45,682.25,681.02,680.67,680.29,679.89,679.48,679.03,530.38,521.32,620.26,596.44,644.91,595.96,627.27,616.82,647.14,540.27,682.14,610.57,577.09,715.39,688.84,613.70,675.44
38314,59.0523,8.6536,361.62,350.97,340.29,329.57,318.81,308.02,303.53,299.02,294.50,289.97,285.42,175.41,165.33,226.18,182.70,211.95,193.00,138.92,194.62,254.48,224.16,211.54,162.05,169.73,295.16,197.34,175.78,192.54
38246,60.8311,5.5684,172.28,170.94,169.60,168.26,166.92,165.58,164.64,163.70,162.76,161.82,160.88,145.41,196.78,191.05,163.46,239.48,186.83,132.85,122.15,186.71,192.34,205.80,104.85,121.80,162.94,149.32,164.74,108.72
23586,50.7497,15.7008,631.65,613.58,595.55,577.58,559.65,541.78,537.55,533.34,529.13,524.93,520.75,498.39,473.51,423.57,472.43,448.96,529.84,435.95,484.18,469.77,436.39,387.51,466.51,432.82,455.95,463.26,476.17,474.22
29759,50.7580,15.6968,626.54,608.64,590.80,573.01,555.28,537.59,533.34,529.10,524.87,520.65,516.44,497.06,470.57,421.37,469.82,448.64,528.93,433.13,480.31,469.38,434.22,382.58,464.51,431.84,454.13,460.90,474.29,472.79
38564,53.6645,21.7000,925.38,899.50,873.48,847.33,821.04,794.63,786.35,778.03,769.67,761.25,752.79,829.86,691.58,662.93,692.45,698.22,734.40,764.42,742.43,675.90,727.36,724.06,743.70,634.50,648.70,645.21,692.80,824.77
38565,52.4967,15.5447,809.07,787.48,765.92,744.39,722.89,701.43,692.03,682.64,673.27,663.91,654.57,705.01,666.57,535.03,549.99,607.89,567.31,632.46,546.81,598.46,631.39,554.90,609.17,579.22,611.86,546.30,574.34,605.32
38566,53.3665,16.6068,911.24,887.22,863.26,839.37,815.55,791.79,780.35,768.93,757.54,746.19,734.86,706.75,743.81,577.00,630.39,652.61,653.64,716.25,596.36,598.07,617.88,618.40,615.06,608.67,667.17,562.52,596.48,664.59
38567,54.0260,23.0209,935.04,901.16,867.11,832.87,798.44,763.83,754.44,744.99,735.49,725.93,716.31,704.77,642.47,584.49,670.88,625.43,681.17,729.37,678.14,614.80,683.32,671.39,686.50,568.90,560.32,565.37,617.03,683.77
38568,54.1257,22.0267,1022.43,990.69,958.71,926.47,893.99,861.25,851.80,842.27,832.65,822.94,813.15,870.43,752.29,692.48,768.74,737.59,789.75,854.66,833.59,731.63,750.97,819.20,816.98,649.09,681.70,722.45,758.91,886.67
38318,49.2278,20.0088,547.85,523.38,499.04,474.84,450.76,426.82,420.02,413.26,406.53,399.84,393.17,417.76,340.20,426.44,356.45,351.43,310.62,370.77,388.93,377.37,286.17,381.75,356.21,285.08,294.88,351.67,312.65,372.16
38319,49.2293,19.9977,548.74,524.31,500.00,475.83,451.78,427.87,421.07,414.31,407.58,400.88,394.21,420.12,342.22,425.12,357.46,351.44,310.46,370.86,389.07,375.95,286.89,382.71,355.95,285.48,295.79,351.96,313.36,373.25
38320,49.1888,20.0778,516.30,492.09,468.02,444.10,420.31,396.67,390.35,384.06,377.80,371.57,365.38,375.53,301.81,413.77,328.63,323.75,291.51,350.52,368.69,367.80,258.79,352.70,337.85,263.40,267.71,330.30,286.54,343.85
38321,49.1978,20.0722,524.43,500.07,475.85,451.77,427.84,404.04,397.59,391.17,384.79,378.43,372.11,384.04,309.11,420.96,334.26,331.06,294.99,356.26,376.37,372.73,263.40,360.50,344.86,268.61,272.09,336.36,292.17,350.79
38322,49.1942,20.0537,524.62,500.31,476.13,452.09,428.19,404.42,398.05,391.71,385.40,379.12,372.88,386.14,311.59,414.88,333.76,328.20,294.26,354.66,374.59,369.33,262.91,358.86,341.64,268.06,272.09,334.25,291.42,350.39
38323,49.1520,20.1299,504.50,480.00,455.65,431.43,407.35,383.42,377.46,371.53,365.63,359.76,353.91,355.68,289.72,394.30,321.56,308.51,293.23,337.49,349.24,359.09,256.53,329.92,319.15,254.58,268.28,318.37,274.20,322.95
38324,49.1638,20.0257,498.70,475.07,451.58,428.23,405.02,381.95,376.10,370.27,364.48,358.71,352.98,365.10,293.99,380.32,314.80,300.09,279.68,333.67,348.37,346.79,246.99,332.57,314.39,251.38,257.11,311.36,273.08,328.84
38325,49.1792,20.0590,510.69,486.65,462.76,439.01,415.40,391.93,385.78,379.66,373.57,367.51,361.48,372.21,299.59,401.77,324.06,315.43,287.86,344.69,361.51,360.40,254.92,345.58,329.44,259.25,264.43,323.68,281.86,338.70
38326,49.1740,20.0574,506.31,482.38,458.59,434.94,411.43,388.07,381.99,375.95,369.95,363.97,358.02,368.22,296.23,396.64,320.92,310.95,285.68,341.29,357.13,357.01,252.31,341.17,325.09,256.40,261.99,320.01,278.75,334.98
38327,49.1701,20.0608,502.65,478.78,455.06,431.48,408.04,384.75,378.73,372.74,366.78,360.86,354.96,364.29,292.84,393.67,318.41,307.79,284.16,338.78,353.75,354.94,250.26,337.73,322.08,254.08,260.03,317.38,276.25,331.88
