station_id,NH4-N_µg/l N,NO3-N_µg/l N,TOC_mg C/l,TOTN_µg/l N,TOTP_µg/l P,TON_µg/l N,TOTN/TOTP,NO3/TOTP,TOC/TON,TOC/TOTP
38191,13.0,5.5,4.24,,,,,,,
38192,13.0,18.5,4.7,,,,,,,
38193,13.0,17.0,4.0649999999999995,,,,,,,
38194,13.0,11.0,3.95,,,,,,,
38195,13.0,12.5,2.67,,,,,,,
38196,13.0,19.5,4.67,,,,,,,
38197,15.0,12.0,9.01,,,,,,,
38198,13.0,6.0,7.155,,,,,,,
38199,13.0,7.0,6.31,,,,,,,
38200,13.0,14.0,4.44,,,,,,,
38201,44.07996325227795,747.5753936830795,2.344999969005585,,14.675000190734899,,,71.71924302280974,,167.6962472401434
38202,41.41454196429885,391.8318394474215,4.62250006198883,,13.45,,,32.66504842409767,,382.9272748653642
38203,151.511113080212,353.31507881651646,8.59249985218048,,22.0,,,9.868598773801466,,347.7502965932763
38204,62.28585865855979,433.7936608509765,6.8550000190734846,,13.7,,,47.057182557158356,,514.5587770050273
38205,49.73381851844235,988.2769418715609,6.0974999666214,,15.125,,,47.98053503951557,,382.42483522136274
38206,63.51641428844445,48.117718575282595,8.21000015735626,,48.425,,,0.8546514580882718,,229.1513861155659
38207,15.5,40.663263000948845,15.31,330.58855501203504,58.7,280.1,6.421149253414694,0.6943027359267564,51.26107702794819,237.23152219034318
38208,15.5,248.387096774194,6.04,435.0,17.75,199.032258064516,25.089605734767023,11.087987050526056,30.47159090909087,372.0430107526882
38209,26.0,33.0,5.15,275.0,6.0,220.0,46.0,4.578571428571428,23.66792290958115,864.2857142857143
38210,5.0,3.0,6.11,340.0,13.0,269.0,23.84615384615385,0.13333333333333333,22.79337166046669,570.0
38211,2.5,1.5,1.6875,120.0,4.0,114.55,32.25,0.5833333333333333,14.729437109753711,417.6649869354237
38212,18.0,29.0,6.3,340.0,5.5,280.0,58.33333333333334,5.1,22.789379302365937,1161.6666666666665
38213,5.0,26.5,4.300000000000001,205.0,5.0,177.0,42.5,5.6,26.11423806545758,890.0
38214,11.0,9.0,3.0,200.0,3.5,177.5,60.833333333333336,2.7916666666666665,16.900177913330793,900.0
38215,2.0,7.0,5.35,200.0,5.0,177.0,36.0,1.3333333333333333,31.202308509610745,1040.0
38216,13.5,27.0,5.45,280.0,7.0,239.5,40.0,3.4732142857142856,24.12070633768747,765.4761904761904
38217,11.0,5.0,14.3,540.0,19.0,475.0,27.64705882352941,0.35714285714285715,30.516431924882628,692.2924901185771
38218,7.0,1.0,3.8600000000000003,225.0,3.5,214.25,65.33333333333334,0.3333333333333333,19.37170812411237,1134.5833333333335
38219,7.5,121.0,4.2,300.0,3.35,174.5,90.04504504504503,37.42424242424242,23.685794542536115,1370.7207207207207
38220,20.5,16.0,6.1,290.0,5.5,255.0,52.0,2.6666666666666665,23.618560874405425,1088.8888888888887
38221,7.5,39.5,6.800000000000001,310.0,6.0,266.0,53.83333333333333,6.5,24.224759615384613,1175.0
38223,12.0,14.0,19.5,560.0,18.0,497.0,31.11111111111111,0.7368421052631579,38.70967741935485,1125.0
38224,12.0,38.0,5.949999999999999,290.0,7.0,258.0,43.1288032454361,4.154829545454545,21.85430463576159,835.7142857142857
38225,7.25,77.0,8.825000000000001,342.5,5.35,267.125,64.66025641025641,13.66209656311855,32.50780469381218,1714.5512820512822
38226,5.0,7.0,3.2,220.0,6.0,191.5,33.333333333333336,1.2538768276473193,15.806771263418662,500.0
38228,3.0,2.0,12.0,270.0,10.0,246.0,25.806451612903228,0.25,50.76142131979695,1200.0
38229,3.0,4.5,8.5,265.0,6.25,258.5,43.19047619047619,0.6428571428571428,30.941974008925108,1322.857142857143
38230,2.5,20.25,7.05,235.0,6.75,215.0,36.60714285714286,3.447619047619048,32.9990064915451,1211.1904761904761
38232,2.5,1.0,1.9,110.0,3.0,100.5,33.333333333333336,0.6666666666666666,19.587628865979386,610.8490566037735
38233,5.0,5.5,1.65,100.0,1.5,91.25,66.66666666666667,2.6666666666666665,17.651775486827034,1066.6666666666667
38234,5.75,2.0,1.65,100.0,2.25,96.5,54.99999999999999,1.0,17.474462073462288,866.6666666666665
38235,38.0,26.0,7.1,340.0,9.0,266.0,39.54545454545455,2.888888888888889,26.7175572519084,877.7777777777777
38236,13.0,37.0,3.8,235.0,3.0,179.0,78.33333333333333,12.333333333333336,21.348314606741575,1366.6666666666667
38237,16.0,55.0,4.7,280.0,2.0,206.0,145.0,26.0,23.152709359605907,2200.0
38238,23.0,51.0,9.4,380.0,4.0,309.0,82.5,10.5,32.68608414239482,2225.0
38239,24.0,55.0,7.0,370.0,6.0,274.0,61.66666666666666,11.333333333333336,28.21576763485477,1133.3333333333333
38240,19.0,59.0,9.8,360.0,5.0,282.0,77.0,12.0,33.98692810457516,2080.0
38241,7.0,14.0,9.2,285.0,5.0,249.0,53.0,2.8,36.94779116465863,1660.0
38242,7.0,9.0,11.2,260.0,5.0,244.0,59.0,1.4642857142857144,44.16399572649573,2300.0
38243,36.0,140.0,3.5,380.0,4.0,191.0,95.0,35.0,19.52380952380953,875.0
38244,2.0,12.0,2.1,98.0,2.0,79.0,49.0,8.5,25.609756097560968,1050.0
38245,9.0,395.0,1.0,515.0,2.0,121.0,257.5,197.5,7.936507936507938,500.0
38246,4.0,10.0,3.7,145.0,2.0,129.0,79.16666666666667,5.666666666666668,30.081300813008127,1600.0
38247,9.0,76.0,1.1,180.0,2.0,77.0,95.0,40.0,12.987012987012987,550.0
38248,10.0,17.0,2.2,117.0,2.0,93.0,69.0,9.0,21.568627450980397,1700.0
38249,19.0,66.0,7.3,375.0,8.0,269.0,49.375,8.75,22.988505747126432,925.0
38250,11.0,16.0,1.3,132.0,3.0,104.0,66.0,8.0,12.5,533.3333333333334
38251,8.0,88.0,2.9,240.0,2.0,137.0,100.0,29.33333333333333,21.16788321167883,1450.0
38252,5.0,6.0,0.96,101.0,1.0,91.0,68.0,4.0,8.507462686567164,570.0
38253,5.0,2.0,1.1,93.0,2.0,82.0,51.0,0.6666666666666666,11.384615384615385,465.0
38254,6.0,3.0,1.1,111.0,2.0,97.0,58.5,1.5,10.206185567010307,495.0
38255,4.0,3.0,1.6,99.0,2.0,90.0,55.0,2.0,17.171717171717173,850.0
38256,6.0,12.0,1.6,102.0,3.0,80.0,43.66666666666666,5.0,17.105263157894736,533.3333333333334
38257,2.0,18.0,0.38,59.0,1.0,39.0,54.0,13.0,9.761904761904765,180.0
38258,7.0,21.0,1.1,102.0,2.0,75.0,69.5,13.5,17.333333333333332,650.0
38259,10.0,27.0,1.1,97.0,2.0,65.0,56.5,14.0,16.923076923076927,500.0
38260,3.0,44.0,0.28,75.0,1.0,32.0,73.0,34.0,8.75,155.0
38261,26.0,205.0,3.1,430.0,2.0,187.0,215.0,100.0,16.042780748663098,1550.0
38262,4.0,48.0,0.34,109.0,1.0,57.0,76.0,34.0,5.441176470588236,340.0
38263,5.5,56.0,0.35,117.5,1.5,60.0,98.5,41.5,4.883776091081594,280.0
38264,4.0,2.0,0.79,57.0,2.0,52.0,29.0,1.0,15.0,395.0
38265,5.0,37.0,3.4,210.0,3.0,181.0,65.0,12.333333333333336,18.78453038674033,933.3333333333335
38266,11.0,59.0,0.97,155.0,2.0,90.0,87.5,42.0,11.645569620253164,480.0
38267,3.0,31.0,0.38,86.0,1.0,43.0,76.0,26.0,7.924528301886792,210.0
38268,4.0,57.0,0.84,137.0,1.0,72.0,126.0,57.0,12.272727272727273,810.0
38269,26.0,120.0,1.5,265.0,2.0,100.0,132.5,65.0,14.0,800.0
38270,5.0,16.0,1.7,115.0,2.0,94.0,64.5,9.5,18.08510638297872,850.0
38271,13.0,24.0,7.0,275.0,5.0,253.0,55.0,4.833333333333333,25.69169960474308,1300.0
38272,4.0,9.0,1.9,101.0,2.0,87.0,55.5,8.0,22.988505747126432,950.0
38273,25.0,280.0,1.3,425.0,2.0,119.0,212.5,135.0,11.50442477876106,800.0
38274,4.0,2.0,1.9,106.0,2.0,99.0,53.0,1.0,19.19191919191919,950.0
38275,20.0,175.0,1.1,297.5,3.0,120.0,126.66666666666669,80.0,9.166033434650455,366.66666666666674
38276,6.0,7.0,3.0,127.0,2.0,118.0,60.5,3.0,27.007299270072988,1233.3333333333333
38277,3.0,41.0,0.45,90.0,1.0,41.0,89.0,40.0,9.782608695652174,450.0
38278,3.0,20.0,0.39,74.0,1.0,49.0,59.0,13.0,7.8,175.0
38279,5.0,22.5,0.595,76.0,2.5,48.0,38.08333333333333,9.5,13.082581869957284,253.33333333333331
38280,3.0,3.0,4.7,155.0,3.0,149.0,49.33333333333334,1.0,31.543624161073822,1566.666666666667
38281,5.0,19.0,2.9,147.0,2.0,126.0,71.0,5.0,23.015873015873016,1250.0
38282,7.0,9.0,1.5,110.0,2.0,83.0,64.0,5.5,15.714285714285715,800.0
38283,4.0,2.0,0.97,54.0,2.0,50.0,26.5,1.0,18.2,485.0
38284,9.0,13.0,13.0,305.0,7.0,286.0,43.57142857142857,1.875,46.62162162162162,1833.333333333333
38285,23.0,140.0,6.4,425.0,4.0,239.0,122.5,38.75,24.892703862660948,1875.0
38286,6.0,95.0,0.83,185.0,1.0,70.0,185.0,95.0,12.571428571428573,830.0
38287,3.0,8.0,2.4,107.0,1.0,93.0,105.0,8.0,27.058823529411764,2300.0
38288,10.0,31.0,9.4,360.0,8.0,321.0,51.25,6.25,28.73563218390805,1250.0
38289,7.0,4.0,0.71,58.0,2.0,47.0,42.0,2.0,14.680851063829785,325.0
38290,5.0,84.0,1.8,212.5,2.0,124.0,95.0,42.0,14.76510067114094,830.0
38291,10.0,21.0,3.2,149.0,1.0,115.0,149.0,20.0,28.813559322033896,3200.0
38292,41.0,130.0,7.1,440.0,4.0,269.0,108.75,32.5,26.394052044609666,1500.0
38293,16.0,24.0,5.3,285.0,4.0,238.0,72.5,7.25,23.04347826086957,1550.0
38294,5.0,2.0,2.1,128.0,3.0,120.0,48.33333333333334,0.6666666666666666,16.379310344827587,700.0
38295,6.0,2.0,2.2,134.0,3.0,128.0,49.0,0.6666666666666666,18.803418803418804,866.6666666666665
38296,10.0,20.0,2.8,175.0,3.0,154.0,71.66666666666667,7.0,19.753086419753085,1066.6666666666667
38297,43.0,38.0,20.4,555.0,14.0,464.0,39.642857142857146,3.333333333333333,45.81589958158995,1216.6666666666667
38298,27.0,65.0,7.4,415.0,11.0,302.0,35.45454545454545,6.727272727272728,22.222222222222218,641.6666666666666
38299,15.0,41.0,8.0,390.0,4.0,321.0,98.75,12.0,28.070175438596486,2325.0
38300,29.0,41.0,8.8,330.0,7.0,245.0,46.42857142857143,7.6,33.46938775510204,1257.142857142857
38301,27.0,61.0,6.0,315.0,3.0,215.0,105.0,21.33333333333333,25.58139534883721,2000.0
38302,5.0,5.0,6.8,245.0,7.0,231.0,34.285714285714285,0.8333333333333334,31.33640552995392,975.0
38303,48.0,100.0,5.2,360.0,3.0,218.0,126.66666666666669,36.66666666666666,23.394495412844037,1866.666666666667
38304,12.0,29.0,11.9,320.0,7.0,278.0,45.714285714285715,4.285714285714286,44.08945686900959,1833.333333333333
38305,21.0,37.0,10.9,335.0,6.0,280.0,61.66666666666666,6.166666666666668,43.40836012861736,2060.0
38306,27.0,67.0,8.1,430.0,17.0,358.0,26.33333333333333,4.62962962962963,22.625698324022345,440.0
38307,5.0,9.0,3.2,143.0,3.0,132.0,51.66666666666666,3.0,25.735294117647058,1166.6666666666667
38308,6.0,2.0,2.4,160.0,4.0,152.0,40.0,0.4,15.827338129496402,660.0
38309,4.0,7.0,3.6,155.0,3.0,150.0,56.66666666666666,2.0,24.0,1466.666666666667
38310,14.0,220.0,2.0,390.0,5.0,158.0,78.0,44.0,12.574850299401195,380.0
38311,8.0,6.0,10.8,285.0,5.0,274.0,59.0,1.2,41.580756013745706,2160.0
38312,8.0,76.0,5.949999999999999,295.0,3.0,187.5,98.33333333333334,26.166666666666664,31.585081585081582,2066.6666666666665
38313,4.0,148.5,1.45,235.0,2.0,94.5,132.5,76.25,16.214653631872174,945.0
38314,9.0,13.5,6.25,282.5,3.0,238.5,81.25,4.166666666666667,26.826761038085607,1941.6666666666665
38315,2.0,14.5,0.9299999999999999,67.0,1.0,47.5,46.0,10.0,20.0,750.0
38316,5.0,9.0,3.25,134.0,2.0,116.5,60.0,3.0,28.613199665831246,1566.666666666667
38317,4.5,48.5,0.39,105.0,1.5,49.0,76.5,31.5,6.786363636363637,350.0
38318,8.44,377.42,0.49,,2.3,,,169.35193103448276,,213.0434782608696
38319,14.1839363437756,113.1356,0.79,,3.92625947197729,,,28.183529411764702,,187.02917494345573
38320,14.77,297.416,0.35,,1.9,,,165.62231578947367,,198.98661909009772
38321,6.45,243.40200000000002,0.63,,2.3,,,101.77482641131678,,298.3356013817649
38322,16.0,241.6392,0.93,,5.3,,,55.42332584269663,,156.10736293636646
38323,6.89590745989838,456.6217,0.24,,1.6221138412149598,,,243.24760600224263,,169.23076923076925
38324,15.0,280.918,0.335289734518085,,3.707669,,,74.769275,,86.3013698630137
38325,7.508929922410361,221.028,0.441043510844244,,2.2,,,120.74698446820412,,215.80711543737144
38326,23.0,169.5,0.81,,3.8,,,51.21873684210527,,244.73684210526318
38327,14.0,165.5902,1.69,,5.5,,,27.138767907165317,,310.00962504075625
38328,25.63085,216.96,1.1,,15.153529999999998,,,20.861538461538466,,76.68161434977578
38329,11.0,324.762,0.435588158023057,,3.5,,,102.13207872965508,,124.45375943515914
38330,22.181914720903396,158.2678,0.823458565813674,,4.077425,,,36.509941204231616,,213.36995775520091
38331,18.4066405863985,3.0,4.84,,22.35677,,,0.13141433221346374,,216.48923346261557
38332,16.0,3.0,7.16,,12.897589656711302,,,0.24390243902439024,,515.032679738562
38333,7.584198449287079,257.1428,0.3,,3.3,,,68.79562162162162,,115.0
38334,18.0,91.98200000000001,1.68,,11.6,,,9.273793103448275,,144.07755832468374
38335,8.0,7.0,1.2,97.0,3.1,70.0,27.66666666666667,2.333333333333333,22.857142857142854,416.66666666666674
38336,5.5,13.5,7.4,288.5,4.0,261.0,72.5,3.375,28.065947919265668,1897.4358974358972
38337,39.0,57.5,16.0,608.0,10.6,538.0,59.33461538461539,3.5119047619047623,31.241547790428825,1510.7386591730228
38338,7.0,55.5,3.95,196.0,4.1,128.5,52.11489088575097,12.841463414634145,30.586982968369824,987.8048780487807
38339,6.5,30.0,7.85,238.5,4.75,207.5,51.22628726287263,6.611111111111111,35.16563741682225,1530.0361336946703
38340,13.0,76.5,8.7,516.0,19.5,369.0,22.58333333333333,4.462063086104006,23.124123422159887,433.9473684210526
38341,12.5,28.5,7.45,308.0,6.0,257.0,51.121144762434014,4.6307506053268765,28.19917440660474,1267.6820728291318
38342,12.5,69.5,9.9,450.0,16.1,354.5,27.19426406926407,4.34375,29.01488833746898,569.1784465724274
38343,28.0,65.0,21.5,786.5,13.25,697.0,62.52365496754318,5.146853146853147,31.492609600344405,1655.6818181818182
38344,8.0,6.5,11.15,360.0,9.0,336.5,40.83333333333333,0.7360029662588061,32.12407991587803,1273.6373748609567
38345,8.5,49.5,7.15,339.0,10.6,264.5,29.259559154296,4.104395604395605,26.24410488587059,661.6734143049932
38346,130.5,84.5,10.8,705.0,12.45,423.5,51.276515151515156,5.5513468013468,23.655558049072408,804.3414918414919
38347,9.5,33.0,8.149999999999999,352.5,5.4,311.5,62.55805515239477,6.32801161103048,27.167182662538703,1393.743793445879
38348,11.5,39.0,16.45,783.0,36.55,680.5,21.179144385026735,1.1708333333333334,23.020883377372087,423.8651561639525
38349,22.5,28.0,11.5,463.0,11.95,374.0,39.93156618156618,2.8422459893048133,30.76923076923077,1012.6472626472626
38350,20.0,46.5,30.5,1246.5,35.0,1017.0,37.6474358974359,1.390588578088578,31.370614994313705,1115.934065934066
38351,9.5,43.0,10.55,449.5,8.5,400.0,53.483245149911816,4.841666666666667,27.226107226107228,1215.6084656084654
38352,23.0,79.5,11.2,476.5,9.35,352.0,45.842741475652865,8.233333333333334,30.588235294117645,1091.068917018284
38353,114.0,164.0,14.8,965.0,27.95,617.0,30.840119050686724,6.4438116834591685,22.20915927535369,508.05267090988747
38354,15.0,12.5,13.649999999999999,382.0,10.0,354.5,37.81481481481481,1.3685068716515256,39.410974488067,1436.8157465641743
38355,22.0,22.0,16.2,531.0,16.55,506.0,31.174908424908427,1.2849816849816849,31.871022286935492,921.1904761904761
38356,7.5,39.5,9.7,355.5,7.0,289.0,51.19145199063232,6.036946315574608,34.44765760555234,1560.4166666666665
38357,23.5,31.5,12.45,406.0,7.0,360.5,56.5,3.5428571428571427,34.67830882352942,1706.2908496732025
