station_id,NH4-N_µg/l N,NO3-N_µg/l N,TOC_mg C/l,TOTN_µg/l N,TOTP_µg/l P,TON_µg/l N,TOTN/TOTP,NO3/TOTP,TOC/TON,TOC/TOTP
38373,20.5,52.0,13.0,475.0,11.35,448.0,44.326061221038394,4.748858447488585,31.382141897855032,1145.4545454545455
38374,14.5,16.0,8.8,389.5,12.0,350.0,33.90581372157958,1.3333333333333333,24.17979002624672,749.7607655502393
38375,12.0,63.0,9.55,333.5,5.0,274.5,67.13333333333334,13.982142857142858,34.492753623188406,2090.217391304348
38376,5.0,10.0,4.05,184.0,3.2,179.5,54.91666666666667,3.1521739130434785,23.53024307518372,1281.25
38377,70.0,133.5,17.25,755.0,19.85,614.5,39.11764705882353,7.264705882352941,25.22153658730369,769.9248120300751
38378,13.0,46.0,7.15,313.0,4.0,231.0,65.375,9.583333333333332,31.140350877192983,1920.8333333333333
38379,8.0,6.5,9.3,262.0,8.6,251.0,31.667953667953668,0.625,37.84090909090909,1116.042780748663
38380,10.0,5.0,12.05,419.5,13.5,406.0,33.668565147881694,0.35392156862745094,31.167298777918248,1066.6666666666665
38381,11.5,11.0,14.1,369.5,14.05,352.5,28.200000000000003,0.7598637380516575,39.3016966614082,1090.0
38382,10.0,33.0,12.8,513.5,23.5,476.5,21.0777841296771,1.525808176738525,28.13626753010633,523.4846109871467
38383,26.0,101.0,18.5,625.0,12.75,547.0,52.93333333333334,8.278846153846153,33.33885844250669,1410.0
38384,27.0,109.5,9.6,586.0,24.5,470.0,24.322466614296935,4.496178321920178,20.47944415614369,402.09378210163754
38385,9.5,30.0,8.25,358.0,7.5,312.5,48.35714285714286,2.992622791690934,24.887902118563062,1040.9083715777813
38386,13.5,58.0,11.2,389.5,6.050000000000001,331.0,64.22195547795722,8.4768849752339,32.96321799506513,1803.7974683544303
38387,13.0,62.0,4.8,257.5,3.85,205.5,66.03988603988604,16.593038821954483,23.36338489908821,1210.0
38388,13.0,8.5,4.45,278.0,7.949999999999999,247.0,34.28104575163398,1.1434659090909092,18.197897288460453,576.1584094917428
38389,13.5,57.0,12.350000000000001,436.5,6.9,372.5,59.95362381363245,7.495685936151855,33.15201913766589,1701.035375323555
38390,27.0,18.0,8.95,318.0,10.600000000000001,303.0,32.68269230769231,1.6258741258741258,29.565653190778484,854.9522944116311
38391,5.5,4.5,8.1,249.0,6.0,230.0,40.33898305084745,0.75,33.915207599418125,1350.0
38392,8.0,3.0,10.9,399.0,6.85,383.0,57.2167325428195,0.5404974489795917,28.985144704433498,1597.2166196046792
38393,29.5,44.0,19.25,669.0,17.15,616.0,37.95681818181818,2.043181818181818,29.864633977399414,1069.491590068271
38394,13.5,21.0,10.4,402.0,13.7,380.5,28.050420168067227,1.380952380952381,27.20289991427795,721.3235294117646
38395,15.0,48.5,11.0,314.5,5.0,272.5,70.2,9.795918367346939,40.910736918341485,2459.0592334494772
38396,17.0,49.5,14.0,459.0,11.7,409.5,35.726605504587155,4.016666666666667,35.81695462275819,1135.8333333333333
38397,7.5,30.0,1.9,122.5,2.5,95.5,48.9375,9.65,21.264367816091955,826.0869565217392
