station_id,station_code,station_name,latitude,longitude,altitude,continent,country,region,group
38274,Tr18_NO_2030-624,Ulekristasjavri,69.53188431,29.44756866,242.0,Europe,Norway,NoNord,Trends
38308,Tr18_NO_2030-603,Otervatnet,69.55032954,30.78036001,293.0,Europe,Norway,NoNord,Trends
38405,Tr18_SE_134,V. Rännöbodsjön,57.46478276,16.03284418,50.0,Europe,Sweden,SoNord,Trends
38295,Tr18_NO_2030-501,Barjasjavri,69.56399078,29.80593867,150.0,Europe,Norway,NoNord,Trends
38316,Tr18_NO_DALELV,Dalelv,69.68473808,30.38615414,10.0,Europe,Norway,NoNord,Trends+Core
38414,Tr18_SE_1946,Örvattnet,59.1136742,17.35350871,279.0,Europe,Sweden,SoNord,Trends
38368,Tr18_SE_1947,Lillesjö,57.0906813,14.5295864,88.0,Europe,Sweden,SoNord,Trends
38364,Tr18_SE_1948,Härsvatten,56.59588268,15.7280786,126.0,Europe,Sweden,SoNord,Trends+Core
38387,Tr18_SE_54,Spjutsjön,57.77797935,15.58217068,182.0,Europe,Sweden,SoNord,Trends
38256,Tr18_NO_2030-607,St.Valvatnet,69.69497549,30.65621148,157.0,Europe,Norway,NoNord,Trends
38374,Tr18_SE_56,Mäsen,59.58489727,14.52040038,106.0,Europe,Sweden,SoNord,Trends
38362,Tr18_SE_57,Hällsjön,57.05018238,15.25734733,168.0,Europe,Sweden,SoNord,Trends
38354,Tr18_SE_58,Gipsjön,57.607786,15.24930348,381.0,Europe,Sweden,SoNord,Trends
38415,Tr18_SE_59,Översjön,59.62676203,15.43315421,220.0,Europe,Sweden,SoNord,Trends
38379,Tr18_SE_60,Remmarsjön,58.14686071,12.18119333,234.0,Europe,Sweden,SoNord,Trends+Core
38363,Tr18_SE_61,Hällvattnet,57.86752014,18.84090468,216.0,Europe,Sweden,SoNord,Trends
38383,Tr18_SE_62,Siggeforasjön,56.76426363,13.42900177,74.0,Europe,Sweden,SoNord,Trends
38346,Tr18_SE_63,Bäen,58.85488562,17.37019324,97.0,Europe,Sweden,SoNord,Trends
38406,Tr18_SE_65,Valasjön,59.55577202,18.36602511,101.0,Europe,Sweden,SoNord,Trends
38399,Tr18_SE_68,Sännen,56.8491986,13.23621819,62.0,Europe,Sweden,SoNord,Trends
38255,Tr18_NO_2030-625,Holmvatnet,69.70644236,29.72108939,146.0,Europe,Norway,NoNord,Trends
38413,Tr18_SE_70,Örsjön,58.64344236,13.93407358,88.0,Europe,Sweden,SoNord,Trends
38388,Tr18_SE_73,St Skärsjön,56.20486581,14.5399975,55.0,Europe,Sweden,SoNord,Trends
38264,Tr18_NO_2030-612,Litle Djupvatnet,69.70924518,30.60151424,211.0,Europe,Norway,NoNord,Trends
38276,Tr18_NO_2030-614,Langvatnet,69.72310681,30.18736703,90.0,Europe,Norway,NoNord,Trends
38416,Tr18_SE_80,Överudssjön,56.28503612,14.68510592,56.0,Europe,Sweden,SoNord,Trends
38392,Tr18_SE_82,Stora Envättern,58.81372313,11.61245895,64.0,Europe,Sweden,SoNord,Trends+Core
38393,Tr18_SE_85,Stora Skärsjön,60.30301258,12.86418267,206.0,Europe,Sweden,SoNord,Trends+Core
38218,Tr18_FI_39046,Vuoskojärvi,69.7426,26.9499,143.0,Europe,Finland,NoNord,Trends
38253,Tr18_NO_2030-504,Råtjern,69.86885447,29.18460352,264.0,Europe,Norway,NoNord,Trends
38252,Tr18_NO_2030-503,Skaidejavri,69.94237949,29.11387821,322.0,Europe,Norway,NoNord,Trends
38347,Tr18_SE_89,Dagarn,59.30110712,12.33992339,135.0,Europe,Sweden,SoNord,Trends
38417,Tr18_SE_90,Övre Skärsjön,59.19140891,18.27813913,223.0,Europe,Sweden,SoNord,Trends+Core
38360,Tr18_SE_91,Hinnasjön,57.33593663,13.71143091,171.0,Europe,Sweden,SoNord,Trends
38254,Tr18_NO_2002-501,Oksevatn,70.34728636,30.88422113,143.0,Europe,Norway,NoNord,Trends
38380,Tr18_SE_94,Rotehogstjärnen,58.01890798,12.03038985,122.0,Europe,Sweden,SoNord,Trends+Core
38365,Tr18_SE_95,Hökesjön,58.61992561,14.47582461,149.0,Europe,Sweden,SoNord,Trends
38336,Tr18_SE_96,Allgjuttern,57.94794654,16.09632721,131.0,Europe,Sweden,SoNord,Trends+Core
38343,Tr18_SE_98,Brunnsjön,56.59822059,15.7280786,99.0,Europe,Sweden,SoNord,Trends+Core
38400,Tr18_SE_99,Tomeshultagölen,58.75605132,14.22231469,179.0,Europe,Sweden,SoNord,Trends
38426,Tr18_UK_02,Allt a'Mharcaidh,57.118,-3.85,325.0,Europe,United Kingdom,UK-IE-NL,Trends
38433,Tr18_UK_03,Allt na Coire nan Con,56.758,-5.612,10.0,Europe,United Kingdom,UK-IE-NL,Trends
38434,Tr18_UK_04,Lochnagar,56.755167,-3.224667,785.0,Europe,United Kingdom,UK-IE-NL,Trends+Core
38435,Tr18_UK_05,Loch Chon,56.228241,-4.509879,100.0,Europe,United Kingdom,UK-IE-NL,Trends
38436,Tr18_UK_06,Loch Tinker,56.216326,-4.338136,420.0,Europe,United Kingdom,UK-IE-NL,Trends
38437,Tr18_UK_07,Round Loch of Glenhead,55.0895,-4.424167,295.0,Europe,United Kingdom,UK-IE-NL,Trends+Core
38438,Tr18_UK_08,Loch Grannoch,55.003444,-4.265469,210.0,Europe,United Kingdom,UK-IE-NL,Trends
38439,Tr18_UK_09,Dargall Lane,55.078,-4.431,260.0,Europe,United Kingdom,UK-IE-NL,Trends
38418,Tr18_UK_10,Scoat Tarn,54.475667,-3.292167,602.0,Europe,United Kingdom,UK-IE-NL,Trends+Core
38419,Tr18_UK_11,Burnmoor Tarn,54.48402,-3.091238,252.0,Europe,United Kingdom,UK-IE-NL,Trends
38420,Tr18_UK_12,River Etherow,53.493,-1.827,280.0,Europe,United Kingdom,UK-IE-NL,Trends
38421,Tr18_UK_13,Old Lodge,51.045,0.076,94.0,Europe,United Kingdom,UK-IE-NL,Trends
38422,Tr18_UK_15,Llyn Llagi,53.008833,-4.0085,380.0,Europe,United Kingdom,UK-IE-NL,Trends+Core
38423,Tr18_UK_16,Llyn Cwm Mynach,52.795537,-3.962134,285.0,Europe,United Kingdom,UK-IE-NL,Trends
38424,Tr18_UK_17,Afon Hafren,52.457,-3.48,355.0,Europe,United Kingdom,UK-IE-NL,Trends
38425,Tr18_UK_19,Beaghs Burn,55.101,-6.162,150.0,Europe,United Kingdom,UK-IE-NL,Trends
38427,Tr18_UK_20,Bencrom River,54.153,-6.004,140.0,Europe,United Kingdom,UK-IE-NL,Trends
38428,Tr18_UK_21,Blue Lough,54.154167,-5.9675,340.0,Europe,United Kingdom,UK-IE-NL,Trends+Core
38429,Tr18_UK_22,Coneyglen Burn,54.74,-7.006,230.0,Europe,United Kingdom,UK-IE-NL,Trends
38430,Tr18_UK_23,Narrator Brook,50.505,-4.021,225.0,Europe,United Kingdom,UK-IE-NL,Trends
38431,Tr18_UK_24,Afon Gwy,52.379,-3.685,440.0,Europe,United Kingdom,UK-IE-NL,Trends
38432,Tr18_UK_26,Loch Coire Fionnaraich,57.4917,-5.4306,236.0,Europe,United Kingdom,UK-IE-NL,Trends+Core
